Anton Paar Monowave Series
Serial Number: 82701239
Instrument Software Version: 4.10.10607.14

Processing Protocol;
Experiment Name;vbib-6W-2min-2
Experiment Date;3/29/2023 11:28:30 AM
Experiment Unique ID;1187
User;Administrator
Vial Type;Glass vial G30
;
Steps;
Step;Program;Temperature;Time;Power;Cooling;Stirrer Speed
;;°C;hh:mm:ss;W;;rpm
1;Constant power;65;00:02:00;6;Off;600
2;Hold;-;00:00:00;850;Off;600
3;Cool down;65;-;-;On;600
;
Experiment Result;
Result;OK
;
;
Time;Step Time;Temp IR;Temp Ruby;Pressure;Power;Stirrer Speed;Fan Level;Step No.
hh:mm:ss;hh:mm:ss;°C;°C;bar;W;rpm;;
00:00:00;00:00:00;34;42;0.0;0;600;Off;1
00:00:01;00:00:01;33;42;0.0;6;600;Off;1
00:00:02;00:00:02;34;42;0.0;6;600;Off;1
00:00:03;00:00:03;34;42;0.0;6;600;Off;1
00:00:04;00:00:04;34;42;0.0;6;600;Off;1
00:00:05;00:00:05;34;42;0.0;6;600;Off;1
00:00:06;00:00:06;34;42;0.0;6;600;Off;1
00:00:07;00:00:07;34;42;0.0;6;600;Off;1
00:00:08;00:00:08;34;42;0.0;6;600;Off;1
00:00:09;00:00:09;34;42;0.0;6;600;Off;1
00:00:10;00:00:10;35;42;0.0;6;600;Off;1
00:00:11;00:00:11;34;42;0.0;6;600;Off;1
00:00:12;00:00:12;34;42;0.0;6;600;Off;1
00:00:13;00:00:13;34;42;0.0;6;600;Off;1
00:00:14;00:00:14;34;42;0.0;6;600;Off;1
00:00:15;00:00:15;35;42;0.0;6;600;Off;1
00:00:16;00:00:16;35;42;0.0;6;600;Off;1
00:00:17;00:00:17;35;42;0.0;6;600;Off;1
00:00:18;00:00:18;35;42;0.0;6;600;Off;1
00:00:19;00:00:19;35;42;0.0;6;600;Off;1
00:00:20;00:00:20;35;42;0.0;6;600;Off;1
00:00:21;00:00:21;35;42;0.0;6;600;Off;1
00:00:22;00:00:22;35;42;0.0;6;600;Off;1
00:00:23;00:00:23;35;42;0.0;6;600;Off;1
00:00:24;00:00:24;36;42;0.0;6;600;Off;1
00:00:25;00:00:25;36;42;0.0;6;600;Off;1
00:00:26;00:00:26;36;42;0.0;6;600;Off;1
00:00:27;00:00:27;36;42;0.0;6;600;Off;1
00:00:28;00:00:28;36;42;0.0;6;600;Off;1
00:00:29;00:00:29;36;42;0.0;6;600;Off;1
00:00:30;00:00:30;37;42;0.0;6;600;Off;1
00:00:31;00:00:31;37;42;0.0;6;600;Off;1
00:00:32;00:00:32;37;42;0.0;6;600;Off;1
00:00:33;00:00:33;37;42;0.0;6;600;Off;1
00:00:34;00:00:34;37;42;0.0;6;600;Off;1
00:00:35;00:00:35;36;42;0.0;6;600;Off;1
00:00:36;00:00:36;37;42;0.0;6;600;Off;1
00:00:37;00:00:37;37;42;0.0;6;600;Off;1
00:00:38;00:00:38;37;42;0.0;6;600;Off;1
00:00:39;00:00:39;37;42;0.0;6;600;Off;1
00:00:40;00:00:40;37;42;0.0;6;600;Off;1
00:00:41;00:00:41;37;42;0.0;6;600;Off;1
00:00:42;00:00:42;38;42;0.0;6;600;Off;1
00:00:43;00:00:43;38;42;0.0;6;600;Off;1
00:00:44;00:00:44;38;42;0.0;6;600;Off;1
00:00:45;00:00:45;38;42;0.0;6;600;Off;1
00:00:46;00:00:46;38;42;0.0;6;600;Off;1
00:00:47;00:00:47;39;42;0.0;6;600;Off;1
00:00:48;00:00:48;38;42;0.0;6;600;Off;1
00:00:49;00:00:49;38;42;0.0;6;600;Off;1
00:00:50;00:00:50;39;42;0.0;6;600;Off;1
00:00:51;00:00:51;39;42;0.0;6;600;Off;1
00:00:52;00:00:52;39;42;0.0;6;600;Off;1
00:00:53;00:00:53;39;42;0.0;6;600;Off;1
00:00:54;00:00:54;39;42;0.0;6;600;Off;1
00:00:55;00:00:55;39;42;0.0;6;600;Off;1
00:00:56;00:00:56;39;42;0.0;6;600;Off;1
00:00:57;00:00:57;39;42;0.0;6;600;Off;1
00:00:58;00:00:58;40;42;0.0;6;600;Off;1
00:00:59;00:00:59;39;42;0.0;6;600;Off;1
00:01:00;00:01:00;40;42;0.0;6;600;Off;1
00:01:01;00:01:01;40;42;0.0;6;600;Off;1
00:01:02;00:01:02;40;42;0.0;6;600;Off;1
00:01:03;00:01:03;40;42;0.0;6;600;Off;1
00:01:04;00:01:04;40;42;0.0;6;600;Off;1
00:01:05;00:01:05;40;42;0.0;6;600;Off;1
00:01:06;00:01:06;40;42;0.0;6;600;Off;1
00:01:07;00:01:07;40;42;0.0;6;600;Off;1
00:01:08;00:01:08;40;42;0.0;6;600;Off;1
00:01:09;00:01:09;41;42;0.0;6;600;Off;1
00:01:10;00:01:10;40;42;0.0;6;600;Off;1
00:01:11;00:01:11;41;42;0.0;6;600;Off;1
00:01:12;00:01:12;41;42;0.0;6;600;Off;1
00:01:13;00:01:13;42;42;0.0;6;600;Off;1
00:01:14;00:01:14;41;42;0.0;6;600;Off;1
00:01:15;00:01:15;41;42;0.0;6;600;Off;1
00:01:16;00:01:16;41;42;0.0;6;600;Off;1
00:01:17;00:01:17;41;42;0.0;6;600;Off;1
00:01:18;00:01:18;42;42;0.0;6;600;Off;1
