,t,TG,DG,MG,G,ME
0,0.0,0.61911421,0.040004937,0.000394678,0.0,0.0
1,1.0,0.6102203699850655,0.04830548448803377,0.000981171930313736,6.798986305511789e-06,0.009493931196630001
2,2.0,0.6013176516720271,0.05647546055110645,0.0016966613131693302,2.405177883701981e-05,0.01914664451032877
3,3.0,0.5924100588166332,0.0645070336976881,0.002542234748241186,5.449747050079168e-05,0.028960702940821648
4,4.0,0.5835037921645856,0.07239068301709842,0.0035183219826898275,0.0001010276887427608,0.038936116732656956
5,5.0,0.5746062156834817,0.08011628363596748,0.004624660558172196,0.00016666481542415568,0.04907130543142557
6,6.0,0.5657250118532395,0.08767392302247237,0.0058603470335832535,0.0002545423035371641,0.0593639500439167
7,7.0,0.5568676126280045,0.09505440064089846,0.007223921444371968,0.0003678893176584097,0.06981161795556545
8,8.0,0.5480409703307962,0.10224939372705769,0.008713441633724301,0.0005100185139781388,0.08041203953325748
9,9.0,0.5392514458947992,0.10925150851103019,0.010326553101756304,0.0006843165670034068,0.09116327203810215
10,10.0,0.5305048815065241,0.1160541875505681,0.012060520670481651,0.0008942341578404012,0.10206363815814257
11,11.0,0.5218066741802907,0.12265161985846709,0.013912253978767126,0.0011432760425122979,0.11311166267842054
12,12.0,0.5131619042807436,0.12903862588422846,0.015878305968933432,0.0014349884500006738,0.12430590949952602
13,13.0,0.5045754454189157,0.1352105718323822,0.01795486403919074,0.0017729435844557884,0.13564483728259802
14,14.0,0.4960520091557121,0.1411633370661969,0.020137755165912836,0.002160723574434087,0.14712672401219606
15,15.0,0.4875962148511028,0.14689327219816398,0.02242243565908882,0.002601901700927556,0.15874955523759127
16,16.0,0.4792125887328005,0.15239720793756198,0.024804004433669775,0.0031000228977973165,0.17051099333912134
17,17.0,0.47090554992642164,0.1576724699916179,0.027277217910729974,0.003658586289475352,0.18240837287157774
18,18.0,0.4626794057988739,0.16271688372212004,0.02983651027373287,0.004281024614556372,0.19443868566304445
19,19.0,0.4545382942163563,0.16752880674170803,0.03247603328257116,0.004970690110440046,0.2065986506640911
20,20.0,0.44648615932997227,0.17210713869275998,0.035189687938534345,0.005730838506224245,0.21888473723083735
21,21.0,0.43852672177340746,0.17645132450702142,0.037971161970042314,0.006564616682680935,0.2312932051718235
