,t,Q,TG,DG,MG,G,ME
0,0.0,6.0,0.62098145,0.041041985,0.0011499133,0.00016088411,2.9146671e-05
1,1.0,6.0,0.6116998,0.049673647,0.0018726271,0.00019698218,0.01009123
2,2.0,6.0,0.60226476,0.058283977,0.0027378295,0.0002593547,0.0204954
3,3.0,6.0,0.5927144,0.06682215,0.0037619341,0.00034546107,0.031222478
4,4.0,6.0,0.583079,0.07524918,0.004955603,0.00045571104,0.042257935
5,5.0,6.0,0.5733811,0.083536424,0.0063245352,0.0005925521,0.053591356
6,6.0,6.0,0.563638,0.09166301,0.007870289,0.0007605478,0.06521591
7,7.0,6.0,0.5538624,0.09961306,0.009591347,0.00096589327,0.0771277
8,8.0,6.0,0.54406554,0.10737326,0.011484338,0.0012157783,0.089324236
9,9.0,6.0,0.53425664,0.11493135,0.013544774,0.0015176758,0.10180395
10,10.0,6.0,0.5244459,0.12227505,0.015767595,0.0018797591,0.114565976
11,11.0,6.0,0.51464295,0.12939146,0.0181474,0.0023096874,0.12760901
12,12.0,6.0,0.50485796,0.1362679,0.02067872,0.0028150007,0.14093184
13,13.0,6.0,0.49510074,0.14289162,0.023355925,0.0034027472,0.15453286
14,14.0,6.0,0.48538122,0.14925072,0.02617293,0.00407999,0.16841036
15,15.0,6.0,0.47570893,0.15533441,0.029123208,0.004853204,0.18256222
16,16.0,6.0,0.46609297,0.16113347,0.03219962,0.0057285167,0.19698542
17,17.0,6.0,0.4565419,0.16664004,0.03539426,0.006712053,0.21167682
18,18.0,6.0,0.44706377,0.17184803,0.038698398,0.0078098513,0.22663291
19,19.0,6.0,0.43766668,0.17675272,0.04210236,0.009027656,0.24184889
20,20.0,6.0,0.4283581,0.18135098,0.04559588,0.01037132,0.25731975
21,21.0,6.0,0.41914523,0.18564087,0.049167648,0.011846628,0.2730394
22,22.0,6.0,0.41003525,0.18962175,0.05280575,0.013459325,0.28900123
23,23.0,6.0,0.40103504,0.19329393,0.05649764,0.0152150635,0.30519757
24,24.0,6.0,0.3921512,0.196659,0.060230263,0.017119467,0.32162058
25,25.0,6.0,0.38338998,0.19971925,0.06398998,0.019177908,0.33826125
26,26.0,6.0,0.37475735,0.20247817,0.06776319,0.021395668,0.35511026
27,27.0,6.0,0.36625883,0.20494017,0.07153589,0.023777682,0.37215778
28,28.0,6.0,0.35789955,0.20711032,0.07529397,0.026328709,0.38939357
29,29.0,6.0,0.34968403,0.20899478,0.079023585,0.029052872,0.40680677
30,30.0,6.0,0.34161648,0.21060038,0.082710996,0.03195381,0.42438596
31,31.0,6.0,0.3337005,0.21193483,0.08634266,0.03503485,0.44211978
32,32.0,6.0,0.3259392,0.21300644,0.08990554,0.038298488,0.45999622
33,33.0,6.0,0.31833506,0.21382418,0.09338707,0.041746266,0.47800237
34,34.0,6.0,0.31089023,0.2143977,0.096775025,0.045379393,0.49612576
35,35.0,6.0,0.3036064,0.21473691,0.10005799,0.04919808,0.5143526
36,36.0,6.0,0.2964846,0.2148524,0.103225134,0.053201694,0.5326694
37,37.0,6.0,0.28952575,0.21475494,0.10626637,0.057388682,0.55106175
38,38.0,6.0,0.28273007,0.21445552,0.10917239,0.061756633,0.56951463
39,39.0,6.0,0.27609757,0.21396533,0.111934595,0.06630253,0.5880136
40,40.0,6.0,0.26962784,0.2132957,0.11454542,0.07102228,0.6065428
41,41.0,6.0,0.26332018,0.21245798,0.11699797,0.07591117,0.62508684
42,42.0,6.0,0.25717357,0.2114633,0.119286545,0.0809635,0.64362985
43,43.0,6.0,0.2511868,0.21032283,0.12140611,0.08617323,0.662156
44,44.0,6.0,0.2453582,0.20904738,0.123352736,0.09153342,0.6806494
45,45.0,6.0,0.23968607,0.20764765,0.12512341,0.0970367,0.6990941
46,46.0,6.0,0.23416847,0.20613393,0.12671624,0.102675065,0.7174749
47,47.0,6.0,0.22880322,0.20451617,0.12813012,0.108440444,0.7357766
48,48.0,6.0,0.22358796,0.20280394,0.12936494,0.11432402,0.7539841
49,49.0,6.0,0.21852037,0.20100641,0.1304217,0.12031688,0.77208334
50,50.0,6.0,0.2135978,0.19913232,0.13130212,0.12640978,0.7900603
51,51.0,6.0,0.20881763,0.19718987,0.13200897,0.13259338,0.8079016
52,52.0,6.0,0.20417702,0.19518688,0.13254566,0.13885814,0.8255948
53,53.0,6.0,0.19967332,0.19313082,0.1329166,0.1451944,0.84312785
54,54.0,6.0,0.19530371,0.1910285,0.13312669,0.15159273,0.86048937
55,55.0,6.0,0.19106513,0.1888864,0.13318168,0.15804328,0.8776685
56,56.0,6.0,0.18695483,0.18671072,0.13308778,0.16453667,0.8946556
