Anton Paar Monowave Series
Serial Number: 82701239
Instrument Software Version: 4.10.10607.14

Processing Protocol;
Experiment Name;vb-4W-norx
Experiment Date;3/16/2023 10:16:01 AM
Experiment Unique ID;1170
User;Administrator
Vial Type;Glass vial G30
;
Steps;
Step;Program;Temperature;Time;Power;Cooling;Stirrer Speed
;;C;hh:mm:ss;W;;rpm
1;Constant power;65;00:20:00;4;Off;600
2;Hold;-;00:00:00;850;Off;600
3;Cool down;65;-;-;On;600
;
Experiment Result;
Result;Stopped
;
;
Time;Step Time;Temp IR;Temp Ruby;Pressure;Power;Stirrer Speed;Fan Level;Step No.
hh:mm:ss;hh:mm:ss;C;C;bar;W;rpm;;
00:00:00;00:00:00;35;42;0.0;0;600;Off;1
00:00:01;00:00:01;35;43;0.0;4;600;Off;1
00:00:02;00:00:02;35;43;0.0;4;600;Off;1
00:00:03;00:00:03;35;43;0.0;4;600;Off;1
00:00:04;00:00:04;35;43;0.0;4;600;Off;1
00:00:05;00:00:05;35;43;0.0;4;600;Off;1
00:00:06;00:00:06;35;43;0.0;4;600;Off;1
00:00:07;00:00:07;35;43;0.0;4;600;Off;1
00:00:08;00:00:08;35;42;0.0;4;600;Off;1
00:00:09;00:00:09;35;43;0.0;4;600;Off;1
00:00:10;00:00:10;35;43;0.0;4;600;Off;1
00:00:11;00:00:11;35;43;0.0;4;600;Off;1
00:00:12;00:00:12;35;43;0.0;4;600;Off;1
00:00:13;00:00:13;35;43;0.0;4;600;Off;1
00:00:14;00:00:14;35;43;0.0;4;600;Off;1
00:00:15;00:00:15;35;43;0.0;4;600;Off;1
00:00:16;00:00:16;35;43;0.0;4;600;Off;1
00:00:17;00:00:17;35;43;0.0;4;600;Off;1
00:00:18;00:00:18;35;43;0.0;4;600;Off;1
00:00:19;00:00:19;35;43;0.0;4;600;Off;1
00:00:20;00:00:20;35;43;0.0;4;600;Off;1
00:00:21;00:00:21;35;42;0.0;4;600;Off;1
00:00:22;00:00:22;36;43;0.7;4;600;Off;1
00:00:23;00:00:23;35;43;0.0;4;600;Off;1
00:00:24;00:00:24;36;43;0.0;4;600;Off;1
00:00:25;00:00:25;36;43;0.0;4;600;Off;1
00:00:26;00:00:26;36;42;0.0;4;600;Off;1
00:00:27;00:00:27;35;43;0.7;4;600;Off;1
00:00:28;00:00:28;36;43;0.0;4;600;Off;1
00:00:29;00:00:29;35;43;0.0;4;600;Off;1
00:00:30;00:00:30;36;43;0.0;4;600;Off;1
00:00:31;00:00:31;36;43;0.0;4;600;Off;1
00:00:32;00:00:32;36;43;0.0;4;600;Off;1
00:00:33;00:00:33;36;43;0.0;4;600;Off;1
00:00:34;00:00:34;36;43;0.0;4;600;Off;1
00:00:35;00:00:35;36;43;0.0;4;600;Off;1
00:00:36;00:00:36;36;43;0.0;4;600;Off;1
00:00:37;00:00:37;36;43;0.0;4;600;Off;1
00:00:38;00:00:38;36;43;0.0;4;600;Off;1
00:00:39;00:00:39;36;42;0.0;4;600;Off;1
00:00:40;00:00:40;36;43;0.0;4;600;Off;1
00:00:41;00:00:41;37;43;0.0;4;600;Off;1
00:00:42;00:00:42;36;43;0.0;4;600;Off;1
00:00:43;00:00:43;36;43;0.0;4;600;Off;1
00:00:44;00:00:44;37;43;0.0;4;600;Off;1
00:00:45;00:00:45;36;42;0.0;4;600;Off;1
00:00:46;00:00:46;37;43;0.0;4;600;Off;1
00:00:47;00:00:47;37;43;0.0;4;600;Off;1
00:00:48;00:00:48;36;43;0.0;4;600;Off;1
00:00:49;00:00:49;37;43;0.0;4;600;Off;1
00:00:50;00:00:50;37;43;0.0;4;600;Off;1
00:00:51;00:00:51;37;43;0.0;4;600;Off;1
00:00:52;00:00:52;37;43;0.0;4;600;Off;1
00:00:53;00:00:53;37;43;0.0;4;600;Off;1
00:00:54;00:00:54;37;43;0.0;4;600;Off;1
00:00:55;00:00:55;37;43;0.0;4;600;Off;1
