,t,Q,TG,DG,MG,G,ME
57,57.0,6.0,0.1609467,0.1806273,0.1400492,0.18883015,0.97760963
58,58.0,6.0,0.15748078,0.17826766,0.13936433,0.19547246,0.9937024
59,59.0,6.0,0.15414844,0.17589638,0.13855986,0.20210171,1.0095117
60,60.0,6.0,0.15094359,0.1735178,0.13764527,0.20870925,1.0250354
61,61.0,6.0,0.14786015,0.17113632,0.13663004,0.21528687,1.0402724
62,62.0,6.0,0.14489248,0.1687558,0.13552351,0.22182685,1.0552219
63,63.0,6.0,0.14203493,0.16637957,0.13433485,0.22832194,1.0698847
64,64.0,6.0,0.13928257,0.1640112,0.13307303,0.23476529,1.0842606
65,65.0,6.0,0.13663019,0.16165361,0.13174678,0.24115062,1.0983511
66,66.0,6.0,0.13407342,0.15930972,0.13036466,0.24747224,1.1121584
67,67.0,6.0,0.13160774,0.15698206,0.12893447,0.25372475,1.1256843
68,68.0,6.0,0.12922895,0.15467307,0.12746406,0.25990313,1.138931
69,69.0,6.0,0.12693293,0.15238486,0.12596051,0.2660034,1.1519018
70,70.0,6.0,0.12471615,0.15011959,0.124430805,0.27202135,1.1645997
71,71.0,6.0,0.12257479,0.14787902,0.12288122,0.27795383,1.1770284
72,72.0,6.0,0.12050553,0.1456649,0.12131772,0.28379738,1.1891912
73,73.0,6.0,0.11850488,0.14347869,0.1197457,0.28954965,1.2010916
74,74.0,6.0,0.1165698,0.14132182,0.11817022,0.2952082,1.2127339
75,75.0,6.0,0.11469717,0.13919547,0.11659583,0.30077118,1.2241219
76,76.0,6.0,0.112883985,0.13710082,0.11502661,0.30623713,1.2352599
77,77.0,6.0,0.111127466,0.13503873,0.11346618,0.31160453,1.2461513
78,78.0,6.0,0.109424904,0.13301015,0.11191797,0.3168725,1.256801
79,79.0,6.0,0.10777354,0.13101564,0.1103847,0.32204038,1.2672125
80,80.0,6.0,0.10617103,0.12905607,0.10886917,0.3271078,1.2773908
81,81.0,6.0,0.104614854,0.1271317,0.10737337,0.3320743,1.2873391
82,82.0,6.0,0.10310286,0.12524314,0.10589929,0.33694023,1.297062
83,83.0,6.0,0.1016327,0.12339056,0.104448445,0.34170553,1.3065637
84,84.0,6.0,0.10020243,0.121574305,0.10302223,0.3463706,1.3158482
85,85.0,6.0,0.09881003,0.11979439,0.10162167,0.35093626,1.3249198
86,86.0,6.0,0.09745377,0.11805097,0.10024774,0.355403,1.3337826
87,87.0,6.0,0.09613179,0.11634419,0.098901086,0.35977158,1.34244
88,88.0,6.0,0.09484264,0.11467374,0.09758215,0.36404333,1.3508972
89,89.0,6.0,0.09358476,0.113039635,0.096291326,0.36821914,1.3591579
90,90.0,6.0,0.09235679,0.11144165,0.09502887,0.37230015,1.3672258
91,91.0,6.0,0.09115745,0.109879546,0.09379481,0.37628788,1.3751048
92,92.0,6.0,0.0899857,0.108353205,0.09258921,0.3801835,1.3827995
93,93.0,6.0,0.08884035,0.10686209,0.09141194,0.38398844,1.3903137
94,94.0,6.0,0.08772047,0.105405875,0.090262756,0.3877044,1.3976511
95,95.0,6.0,0.08662528,0.10398433,0.08914164,0.39133275,1.4048159
96,96.0,6.0,0.08555382,0.10259683,0.088048056,0.39487502,1.4118118
97,97.0,6.0,0.0845056,0.101243116,0.08698194,0.39833298,1.4186432
98,98.0,6.0,0.08347983,0.09992256,0.08594261,0.4017082,1.425313
99,99.0,6.0,0.082476065,0.0986347,0.08492986,0.4050026,1.4318262
100,100.0,6.0,0.081493706,0.09737903,0.08394327,0.4082174,1.4381856
101,101.0,6.0,0.08053228,0.09615501,0.082982324,0.41135475,1.4443951
102,102.0,6.0,0.07959156,0.0949621,0.08204652,0.41441602,1.4504583
103,103.0,6.0,0.078670934,0.09379964,0.08113543,0.4174032,1.456379
104,104.0,6.0,0.0777701,0.09266712,0.080248475,0.42031777,1.462161
105,105.0,6.0,0.07688883,0.09156397,0.079385266,0.42316157,1.467807
106,106.0,6.0,0.07602677,0.09048952,0.078545146,0.42593613,1.4733211
107,107.0,6.0,0.0751836,0.0894432,0.07772767,0.4286432,1.4787062
108,108.0,6.0,0.074359104,0.08842434,0.07693221,0.43128443,1.4839656
109,109.0,6.0,0.073552996,0.087432355,0.076158285,0.43386155,1.4891027
110,110.0,6.0,0.07276502,0.08646665,0.07540536,0.436376,1.4941202
111,111.0,6.0,0.07199493,0.085526556,0.074672885,0.4388295,1.4990216
112,112.0,6.0,0.07124244,0.08461144,0.07396024,0.44122353,1.5038096
113,113.0,6.0,0.070507124,0.08372059,0.0732669,0.44355974,1.5084872
114,114.0,6.0,0.06978896,0.08285348,0.072592326,0.4458395,1.513057
115,115.0,6.0,0.069087625,0.08200951,0.071936004,0.44806445,1.5175222
116,116.0,6.0,0.0684028,0.081188,0.07129732,0.45023596,1.5218848
117,117.0,6.0,0.06773411,0.08038824,0.070675775,0.4523556,1.5261477
118,118.0,6.0,0.06708126,0.079609685,0.07007076,0.45442453,1.5303137
119,119.0,6.0,0.0664441,0.0788518,0.069481835,0.45644432,1.5343851
120,120.0,6.0,0.065822154,0.07811388,0.06890829,0.45841625,1.538364
121,121.0,6.0,0.06521517,0.07739537,0.06834987,0.4603417,1.5422525
122,122.0,6.0,0.06462273,0.07669553,0.067805804,0.4622219,1.5460538
123,123.0,6.0,0.064044714,0.07601404,0.06727577,0.46405798,1.5497695
124,124.0,6.0,0.06348046,0.07535016,0.06675913,0.46585134,1.5534016
125,125.0,6.0,0.0629299,0.07470333,0.06625549,0.4676033,1.5569524
126,126.0,6.0,0.062392488,0.074073024,0.06576427,0.46931475,1.560424
127,127.0,6.0,0.061868023,0.07345871,0.06528517,0.47098702,1.5638185
128,128.0,6.0,0.061356157,0.072859906,0.06481765,0.47262117,1.5671372
129,129.0,6.0,0.060856465,0.07227607,0.06436128,0.474218,1.5703822
130,130.0,6.0,0.060368538,0.07170656,0.06391558,0.4757791,1.5735563
131,131.0,6.0,0.05989214,0.0711511,0.06348023,0.4773052,1.5766603
132,132.0,6.0,0.05942697,0.07060919,0.063054785,0.47879723,1.579696
133,133.0,6.0,0.058972586,0.07008024,0.062638834,0.48025632,1.5826653
134,134.0,6.0,0.058528695,0.06956393,0.06223212,0.48168334,1.5855701
135,135.0,6.0,0.05809501,0.06905977,0.061834224,0.48307922,1.5884119
136,136.0,6.0,0.05767119,0.06856743,0.06144482,0.4844449,1.5911926
137,137.0,6.0,0.057256892,0.06808642,0.061063565,0.4857813,1.593913
138,138.0,6.0,0.056851897,0.06761635,0.060690135,0.4870892,1.5965749
139,139.0,6.0,0.05645573,0.06715689,0.06032431,0.48836926,1.5991803
140,140.0,6.0,0.05606833,0.0667077,0.059965737,0.48962268,1.6017305
141,141.0,6.0,0.055689283,0.06626836,0.05961418,0.49084982,1.604227
142,142.0,6.0,0.05531828,0.06583854,0.059269346,0.4920518,1.6066705
143,143.0,6.0,0.05495519,0.06541801,0.05893103,0.49322912,1.609063
144,144.0,6.0,0.054599762,0.06500644,0.058599055,0.49438265,1.6114063
145,145.0,6.0,0.054251548,0.064603485,0.058273062,0.49551308,1.613701
146,146.0,6.0,0.05391046,0.06420886,0.057952933,0.49662092,1.6159486
147,147.0,6.0,0.053576242,0.063822284,0.05763843,0.49770704,1.6181506
148,148.0,6.0,0.053248744,0.063443564,0.05732944,0.49877197,1.6203078
149,149.0,6.0,0.05292774,0.06307239,0.057025686,0.49981627,1.6224219
150,150.0,6.0,0.05261289,0.06270858,0.056727074,0.5008408,1.624494
151,151.0,6.0,0.052304123,0.062351845,0.056433417,0.5018459,1.626525
152,152.0,6.0,0.052001268,0.06200196,0.05614458,0.50283223,1.6285166
153,153.0,6.0,0.051704124,0.06165874,0.055860378,0.5038003,1.6304692
154,154.0,6.0,0.051412415,0.061321966,0.055580698,0.5047507,1.6323844
155,155.0,6.0,0.05112607,0.060991436,0.055305354,0.50568384,1.6342629
156,156.0,6.0,0.05084497,0.06066691,0.055034243,0.5066003,1.6361059
157,157.0,6.0,0.050568882,0.06034834,0.054767385,0.5075007,1.6379144
158,158.0,6.0,0.050297685,0.06003551,0.05450455,0.5083854,1.6396896
159,159.0,6.0,0.050031174,0.059728026,0.054245472,0.50925463,1.641432
160,160.0,6.0,0.049769368,0.059426107,0.053990297,0.5101093,1.643143
161,161.0,6.0,0.049512036,0.05912929,0.053738847,0.5109494,1.6448234
162,162.0,6.0,0.04925908,0.05883754,0.053491004,0.51177543,1.646473
163,163.0,6.0,0.049010385,0.05855079,0.053246707,0.512588,1.6480949
164,164.0,6.0,0.048765752,0.058268704,0.05300583,0.51338726,1.6496879
165,165.0,6.0,0.048525188,0.05799137,0.052768312,0.5141738,1.6512533
166,166.0,6.0,0.04828857,0.05771848,0.05253406,0.5149477,1.6527923
167,167.0,6.0,0.048055798,0.057450004,0.052303053,0.51570946,1.6543052
168,168.0,6.0,0.047826625,0.057185747,0.05207511,0.5164594,1.6557931
169,169.0,6.0,0.047601163,0.056925677,0.051850222,0.51719797,1.6572562
170,170.0,6.0,0.0473793,0.05666966,0.05162838,0.51792496,1.6586956
171,171.0,6.0,0.047160745,0.056417607,0.051409435,0.51864135,1.6601115
172,172.0,6.0,0.046945635,0.056169264,0.05119334,0.51934695,1.6615049
173,173.0,6.0,0.046733834,0.055924766,0.050980024,0.5200422,1.6628765
174,174.0,6.0,0.046525277,0.055683866,0.0507695,0.52072746,1.6642262
175,175.0,6.0,0.046319842,0.055446558,0.050561666,0.5214026,1.6655552
176,176.0,6.0,0.04611744,0.055212595,0.050356373,0.52206826,1.6668636
177,177.0,6.0,0.045918033,0.054982074,0.05015372,0.5227243,1.6681522
178,178.0,6.0,0.045721572,0.054754786,0.049953543,0.5233712,1.6694213
179,179.0,6.0,0.045528054,0.054530717,0.049755868,0.5240091,1.6706716
180,180.0,6.0,0.045337267,0.054309793,0.049560614,0.5246382,1.6719025
181,181.0,6.0,0.045149226,0.05409193,0.04936777,0.52525866,1.6731161
182,182.0,6.0,0.044963956,0.05387704,0.049177244,0.5258708,1.674312
183,183.0,6.0,0.044781227,0.053665012,0.048988976,0.52647436,1.67549
184,184.0,6.0,0.044601142,0.053455852,0.04880303,0.5270699,1.6766511
185,185.0,6.0,0.04442358,0.05324951,0.048619248,0.52765733,1.6777955
186,186.0,6.0,0.04424852,0.05304589,0.048437662,0.5282371,1.678924
187,187.0,6.0,0.044075884,0.052844904,0.048258252,0.528809,1.6800358
188,188.0,6.0,0.043905612,0.05264657,0.048080947,0.52937335,1.6811322
189,189.0,6.0,0.04373764,0.052450716,0.047905624,0.5299302,1.6822132
190,190.0,6.0,0.04357208,0.05225736,0.047732413,0.5304797,1.6832789
191,191.0,6.0,0.04340875,0.05206655,0.04756123,0.5310221,1.6843296
192,192.0,6.0,0.04324762,0.05187808,0.04739198,0.53155714,1.6853656
193,193.0,6.0,0.043088574,0.051691897,0.047224604,0.5320853,1.686387
194,194.0,6.0,0.042931784,0.05150815,0.04705928,0.53260636,1.6873945
195,195.0,6.0,0.04277711,0.05132658,0.04689575,0.5331206,1.6883876
196,196.0,6.0,0.042624436,0.051147364,0.046734214,0.533628,1.6893668
197,197.0,6.0,0.042473774,0.050970167,0.046574384,0.5341288,1.6903325
198,198.0,6.0,0.0423252,0.050795197,0.046416447,0.53462285,1.6912845
199,199.0,6.0,0.042178486,0.050622337,0.04626025,0.5351104,1.6922234
200,200.0,6.0,0.042033806,0.050451614,0.046105884,0.5355914,1.693149
201,201.0,6.0,0.04189094,0.050282866,0.04595323,0.536066,1.6940614
202,202.0,6.0,0.041750014,0.05011613,0.045802303,0.53653425,1.6949614
203,203.0,6.0,0.04161085,0.04995145,0.04565313,0.536996,1.6958483
204,204.0,6.0,0.041473534,0.049788542,0.045505524,0.53745157,1.6967223
205,205.0,6.0,0.04133802,0.04962769,0.04535968,0.53790087,1.697584
206,206.0,6.0,0.041204248,0.04946871,0.045215458,0.53834414,1.6984335
207,207.0,6.0,0.04107217,0.049311593,0.045072872,0.53878105,1.6992704
208,208.0,6.0,0.040941812,0.04915628,0.044931903,0.5392119,1.700095
209,209.0,6.0,0.04081311,0.049002834,0.04479253,0.5396368,1.7009081
210,210.0,6.0,0.04068607,0.048851073,0.04465469,0.5400557,1.7017087
211,211.0,6.0,0.040560625,0.048701204,0.044518463,0.54046845,1.7024978
212,212.0,6.0,0.040436864,0.048553012,0.04438375,0.5408754,1.7032746
213,213.0,6.0,0.0403146,0.04840649,0.04425056,0.5412764,1.7040402
214,214.0,6.0,0.040193964,0.048261777,0.044118986,0.5416717,1.7047945
215,215.0,6.0,0.04007469,0.04811859,0.043988757,0.5420609,1.7055365
216,216.0,6.0,0.039957065,0.047977097,0.04386004,0.54244447,1.7062672
217,217.0,6.0,0.03984085,0.04783734,0.04373286,0.5428223,1.706987
218,218.0,6.0,0.039726138,0.047699086,0.04360711,0.5431943,1.707695
219,219.0,6.0,0.039612886,0.047562465,0.043482773,0.54356074,1.7083923
220,220.0,6.0,0.039500978,0.047427386,0.04335984,0.5439214,1.7090777
221,221.0,6.0,0.039390482,0.047293827,0.043238357,0.5442764,1.7097527
222,222.0,6.0,0.03928134,0.047161758,0.04311817,0.54462576,1.7104166
223,223.0,6.0,0.039173562,0.04703127,0.04299949,0.5449697,1.7110695
224,224.0,6.0,0.039067127,0.046902232,0.042882085,0.5453082,1.7117115
225,225.0,6.0,0.038961977,0.046774693,0.04276606,0.54564095,1.7123429
226,226.0,6.0,0.03885804,0.04664851,0.042651333,0.54596835,1.7129638
227,227.0,6.0,0.038755484,0.046523817,0.04253795,0.5462902,1.7135738
228,228.0,6.0,0.03865404,0.046400525,0.042425852,0.54660696,1.714173
229,229.0,6.0,0.038553867,0.046278648,0.042315047,0.5469181,1.7147622
230,230.0,6.0,0.038454928,0.046158068,0.042205475,0.54722387,1.715341
231,231.0,6.0,0.038357157,0.046038948,0.04209722,0.5475245,1.7159094
232,232.0,6.0,0.038260546,0.045921095,0.041990183,0.54781985,1.7164679
233,233.0,6.0,0.038165037,0.045804575,0.041884385,0.54810995,1.7170159
234,234.0,6.0,0.03807066,0.045689292,0.041779697,0.5483949,1.7175541
235,235.0,6.0,0.037977386,0.04557535,0.041676305,0.54867476,1.7180822
236,236.0,6.0,0.037885252,0.04546266,0.041574087,0.5489494,1.7186002
237,237.0,6.0,0.03779412,0.045351163,0.041472964,0.5492191,1.7191087
238,238.0,6.0,0.03770399,0.045240916,0.04137303,0.5494838,1.7196074
239,239.0,6.0,0.037614815,0.045131795,0.041274175,0.54974353,1.7200967
240,240.0,6.0,0.037526734,0.04502389,0.04117644,0.54999816,1.720576
241,0.0,6.0,0.6210698,0.041213565,0.0015913043,0.00012730062,0.00013914704
242,1.0,6.0,0.6129058,0.04860712,0.0024364237,0.00019204617,0.00928098
243,2.0,6.0,0.6043921,0.05614777,0.003434563,0.00027690455,0.018972613
244,3.0,6.0,0.59555805,0.063800454,0.0045988616,0.00038710982,0.029209845
245,4.0,6.0,0.58643377,0.071527675,0.005939314,0.00052848086,0.03998375
246,5.0,6.0,0.5770495,0.07929102,0.0074632373,0.00070716813,0.051281847
247,6.0,6.0,0.5674355,0.08705238,0.009175623,0.00092988834,0.063090116
248,7.0,6.0,0.55762064,0.0947744,0.011078814,0.0012036897,0.07539336
249,8.0,6.0,0.54763275,0.102421515,0.013173351,0.0015361384,0.088177145
250,9.0,6.0,0.5374978,0.109960295,0.015457919,0.0019350499,0.10142784
251,10.0,6.0,0.52724034,0.117359854,0.01792982,0.002408594,0.11513294
252,11.0,6.0,0.51688325,0.12459209,0.020585058,0.0029646344,0.12928082
253,12.0,6.0,0.50644815,0.1316315,0.02341845,0.003611479,0.14386107
254,13.0,6.0,0.49595502,0.13845523,0.026423706,0.0043569356,0.15886366
255,14.0,6.0,0.48542324,0.14504331,0.029593756,0.005208889,0.17427886
256,15.0,6.0,0.47487122,0.15137807,0.032920122,0.006175002,0.19009635
257,16.0,6.0,0.464317,0.15744428,0.036393747,0.0072626267,0.20630558
258,17.0,6.0,0.45377752,0.16322884,0.040003955,0.008478932,0.22289464
259,18.0,6.0,0.44326976,0.16872081,0.043739274,0.009830989,0.2398506
260,19.0,6.0,0.43281052,0.17391104,0.047586992,0.011325648,0.25715917
261,20.0,6.0,0.42241547,0.17879213,0.05153328,0.012969671,0.27480483
262,21.0,6.0,0.41210058,0.18335839,0.05556315,0.014769364,0.29277027
263,22.0,6.0,0.40188104,0.18760553,0.05966083,0.01673107,0.3110372
264,23.0,6.0,0.39177117,0.19153066,0.06380954,0.018860739,0.32958618
265,24.0,6.0,0.38178524,0.1951324,0.067992225,0.021163713,0.3483964
266,25.0,6.0,0.37193614,0.19841045,0.07219104,0.023645222,0.3674466
267,26.0,6.0,0.36223596,0.20136604,0.07638831,0.026309604,0.38671476
268,27.0,6.0,0.35269615,0.20400137,0.08056607,0.02916044,0.40617776
269,28.0,6.0,0.34332657,0.20631993,0.08470656,0.032200668,0.42581275
270,29.0,6.0,0.33413622,0.20832661,0.088792585,0.035432372,0.445596
271,30.0,6.0,0.3251332,0.2100274,0.09280754,0.038856614,0.46550456
272,31.0,6.0,0.31632423,0.21142924,0.09673516,0.04247353,0.48551437
273,32.0,6.0,0.3077155,0.21254058,0.10056027,0.046282493,0.50560236
274,33.0,6.0,0.29931182,0.21337076,0.10426871,0.05028192,0.52574587
275,34.0,6.0,0.29111758,0.21392989,0.10784688,0.05446943,0.5459218
276,35.0,6.0,0.28313616,0.21422938,0.11128245,0.058842037,0.56610847
277,36.0,6.0,0.2753705,0.21428105,0.11456404,0.06339567,0.5862838
278,37.0,6.0,0.26782283,0.21409753,0.11768149,0.06812602,0.60642743
279,38.0,6.0,0.26049483,0.21369201,0.1206257,0.07302822,0.6265192
280,39.0,6.0,0.2533876,0.21307784,0.12338868,0.07809661,0.6465399
281,40.0,6.0,0.24650177,0.21226877,0.12596364,0.083325155,0.6664705
282,41.0,6.0,0.2398374,0.21127851,0.12834509,0.08870737,0.68629384
283,42.0,6.0,0.23339374,0.21012072,0.13052851,0.094236165,0.70599246
284,43.0,6.0,0.22716975,0.20880878,0.13251078,0.09990421,0.72555065
285,44.0,6.0,0.22116338,0.20735589,0.13429001,0.10570364,0.7449533
286,45.0,6.0,0.21537235,0.20577477,0.13586546,0.11162597,0.76418567
287,46.0,6.0,0.20979314,0.20407747,0.13723741,0.117662504,0.78323424
288,47.0,6.0,0.20442213,0.20227572,0.13840757,0.12380421,0.8020866
289,48.0,6.0,0.1992548,0.20038065,0.13937867,0.13004161,0.8207307
290,49.0,6.0,0.19428591,0.19840243,0.14015426,0.13636482,0.8391552
291,50.0,6.0,0.18951003,0.19635095,0.14073904,0.14276412,0.85735023
292,51.0,6.0,0.18492128,0.19423543,0.1411388,0.14922918,0.87530684
293,52.0,6.0,0.18051307,0.19206406,0.1413596,0.15574992,0.89301574
294,53.0,6.0,0.176279,0.18984497,0.14140874,0.16231583,0.9104693
295,54.0,6.0,0.17221211,0.18758518,0.14129382,0.16891685,0.9276612
296,55.0,6.0,0.16830571,0.18529163,0.14102311,0.17554286,0.9445851
297,56.0,6.0,0.16455281,0.1829704,0.14060524,0.18218382,0.9612361
298,57.0,6.0,0.1609467,0.1806273,0.1400492,0.18883015,0.97760963
299,58.0,6.0,0.15748078,0.17826766,0.13936433,0.19547246,0.9937024
300,59.0,6.0,0.15414844,0.17589638,0.13855986,0.20210171,1.0095117
301,60.0,6.0,0.15094359,0.1735178,0.13764527,0.20870925,1.0250354
302,61.0,6.0,0.14786015,0.17113632,0.13663004,0.21528687,1.0402724
303,62.0,6.0,0.14489248,0.1687558,0.13552351,0.22182685,1.0552219
304,63.0,6.0,0.14203493,0.16637957,0.13433485,0.22832194,1.0698847
305,64.0,6.0,0.13928257,0.1640112,0.13307303,0.23476529,1.0842606
306,65.0,6.0,0.13663019,0.16165361,0.13174678,0.24115062,1.0983511
307,66.0,6.0,0.13407342,0.15930972,0.13036466,0.24747224,1.1121584
308,67.0,6.0,0.13160774,0.15698206,0.12893447,0.25372475,1.1256843
309,68.0,6.0,0.12922895,0.15467307,0.12746406,0.25990313,1.138931
310,69.0,6.0,0.12693293,0.15238486,0.12596051,0.2660034,1.1519018
311,70.0,6.0,0.12471615,0.15011959,0.124430805,0.27202135,1.1645997
312,71.0,6.0,0.12257479,0.14787902,0.12288122,0.27795383,1.1770284
313,72.0,6.0,0.12050553,0.1456649,0.12131772,0.28379738,1.1891912
314,73.0,6.0,0.11850488,0.14347869,0.1197457,0.28954965,1.2010916
315,74.0,6.0,0.1165698,0.14132182,0.11817022,0.2952082,1.2127339
316,75.0,6.0,0.11469717,0.13919547,0.11659583,0.30077118,1.2241219
317,76.0,6.0,0.112883985,0.13710082,0.11502661,0.30623713,1.2352599
318,77.0,6.0,0.111127466,0.13503873,0.11346618,0.31160453,1.2461513
319,78.0,6.0,0.109424904,0.13301015,0.11191797,0.3168725,1.256801
320,79.0,6.0,0.10777354,0.13101564,0.1103847,0.32204038,1.2672125
321,80.0,6.0,0.10617103,0.12905607,0.10886917,0.3271078,1.2773908
322,81.0,6.0,0.104614854,0.1271317,0.10737337,0.3320743,1.2873391
323,82.0,6.0,0.10310286,0.12524314,0.10589929,0.33694023,1.297062
324,83.0,6.0,0.1016327,0.12339056,0.104448445,0.34170553,1.3065637
325,84.0,6.0,0.10020243,0.121574305,0.10302223,0.3463706,1.3158482
326,85.0,6.0,0.09881003,0.11979439,0.10162167,0.35093626,1.3249198
327,86.0,6.0,0.09745377,0.11805097,0.10024774,0.355403,1.3337826
328,87.0,6.0,0.09613179,0.11634419,0.098901086,0.35977158,1.34244
329,88.0,6.0,0.09484264,0.11467374,0.09758215,0.36404333,1.3508972
330,89.0,6.0,0.09358476,0.113039635,0.096291326,0.36821914,1.3591579
331,90.0,6.0,0.09235679,0.11144165,0.09502887,0.37230015,1.3672258
332,91.0,6.0,0.09115745,0.109879546,0.09379481,0.37628788,1.3751048
333,92.0,6.0,0.0899857,0.108353205,0.09258921,0.3801835,1.3827995
334,93.0,6.0,0.08884035,0.10686209,0.09141194,0.38398844,1.3903137
335,94.0,6.0,0.08772047,0.105405875,0.090262756,0.3877044,1.3976511
336,95.0,6.0,0.08662528,0.10398433,0.08914164,0.39133275,1.4048159
337,96.0,6.0,0.08555382,0.10259683,0.088048056,0.39487502,1.4118118
338,97.0,6.0,0.0845056,0.101243116,0.08698194,0.39833298,1.4186432
339,98.0,6.0,0.08347983,0.09992256,0.08594261,0.4017082,1.425313
340,99.0,6.0,0.082476065,0.0986347,0.08492986,0.4050026,1.4318262
341,100.0,6.0,0.081493706,0.09737903,0.08394327,0.4082174,1.4381856
342,101.0,6.0,0.08053228,0.09615501,0.082982324,0.41135475,1.4443951
343,102.0,6.0,0.07959156,0.0949621,0.08204652,0.41441602,1.4504583
344,103.0,6.0,0.078670934,0.09379964,0.08113543,0.4174032,1.456379
345,104.0,6.0,0.0777701,0.09266712,0.080248475,0.42031777,1.462161
346,105.0,6.0,0.07688883,0.09156397,0.079385266,0.42316157,1.467807
347,106.0,6.0,0.07602677,0.09048952,0.078545146,0.42593613,1.4733211
348,107.0,6.0,0.0751836,0.0894432,0.07772767,0.4286432,1.4787062
