,t,Q,TG,DG,MG,G,ME
0,0.0,6.0,0.6189395,0.039975636,0.0005145818,8.312985e-06,1.4588237e-05
1,1.0,6.0,0.6041744,0.052294545,0.0021361187,0.000106241554,0.015874311
2,2.0,6.0,0.58904314,0.06437055,0.0038913712,0.00018641539,0.031923436
3,3.0,6.0,0.57385623,0.07598143,0.0058030933,0.00025380217,0.048044637
4,4.0,6.0,0.5588658,0.086959355,0.00788527,0.00031248853,0.064143255
5,5.0,6.0,0.5442473,0.09720109,0.010143638,0.00036539696,0.08015117
6,6.0,6.0,0.53010017,0.106664605,0.012577325,0.00041390583,0.09602439
7,7.0,6.0,0.51646173,0.1153573,0.015181698,0.00045797788,0.11173721
8,8.0,6.0,0.5033267,0.12331999,0.017949782,0.00049660914,0.12727533
9,9.0,6.0,0.49066702,0.13061205,0.020874053,0.00052836724,0.14262994
10,10.0,6.0,0.47844687,0.13729966,0.023946881,0.0005517751,0.15779343
11,11.0,6.0,0.4666331,0.14344805,0.027160853,0.000565568,0.17275743
12,12.0,6.0,0.45519984,0.14911634,0.030508101,0.0005689487,0.18751171
13,13.0,6.0,0.4441304,0.15435627,0.033980604,0.00056176074,0.20204464
14,14.0,6.0,0.43341574,0.15921134,0.037569594,0.00054429844,0.21634373
15,15.0,6.0,0.42305246,0.16371733,0.041264925,0.0005174354,0.23039664
16,16.0,6.0,0.413041,0.16790396,0.04505574,0.00048243254,0.24419197
17,17.0,6.0,0.4033825,0.17179531,0.048929848,0.0004408434,0.25771967
18,18.0,6.0,0.39407733,0.17541131,0.052873947,0.00039447844,0.2709719
19,19.0,6.0,0.3851237,0.17876855,0.056873996,0.00034528412,0.2839426
20,20.0,6.0,0.37651747,0.18188092,0.06091526,0.00029527582,0.296628
21,21.0,6.0,0.36825112,0.18476075,0.0649826,0.00024645962,0.30902606
22,22.0,6.0,0.36031434,0.18741828,0.06906056,0.00020073913,0.32113653
23,23.0,6.0,0.35269403,0.18986285,0.073133826,0.00016004033,0.33296055
24,24.0,6.0,0.3453751,0.19210246,0.077187106,0.00012603588,0.34450024
25,25.0,6.0,0.3383406,0.19414449,0.081205726,0.000100398436,0.35575867
26,26.0,6.0,0.33157262,0.19599542,0.08517542,8.448027e-05,0.36673948
27,27.0,6.0,0.32505235,0.19766125,0.08908251,7.962249e-05,0.37744656
28,28.0,6.0,0.31876037,0.19914714,0.09291393,8.691661e-05,0.3878842
29,29.0,6.0,0.31267768,0.20045793,0.09665758,0.00010730326,0.3980568
30,30.0,6.0,0.30678543,0.20159817,0.10030212,0.00014158897,0.40796882
31,31.0,6.0,0.30106506,0.20257184,0.10383693,0.00019038841,0.4176246
32,32.0,6.0,0.2954987,0.20338258,0.107252456,0.00025418028,0.42702857
33,33.0,6.0,0.2900692,0.20403397,0.11053977,0.0003332775,0.43618527
34,34.0,6.0,0.2847601,0.2045294,0.11369102,0.00042790733,0.44509903
35,35.0,6.0,0.27955595,0.2048719,0.11669905,0.0005381312,0.45377415
36,36.0,6.0,0.274442,0.20506454,0.11955746,0.000663938,0.4622151
37,37.0,6.0,0.26940447,0.20511049,0.12226103,0.0008051526,0.47042635
38,38.0,6.0,0.26443037,0.20501265,0.124804854,0.0009615589,0.47841224
39,39.0,6.0,0.25950778,0.20477414,0.12718508,0.0011328645,0.48617747
40,40.0,6.0,0.25462565,0.204398,0.12939855,0.0013186429,0.4937266
41,41.0,6.0,0.2497738,0.20388746,0.13144276,0.0015184544,0.5010643
42,42.0,6.0,0.24494296,0.20324585,0.13331595,0.001731772,0.5081955
43,43.0,6.0,0.24012497,0.20247656,0.13501698,0.00195802,0.51512504
44,44.0,6.0,0.23531246,0.20158324,0.13654539,0.0021966007,0.5218581
45,45.0,6.0,0.23049915,0.20056957,0.13790132,0.0024467986,0.52839977
46,46.0,6.0,0.22568005,0.19943967,0.13908562,0.0027079843,0.53475523
47,47.0,6.0,0.22085077,0.19819763,0.14009947,0.0029793717,0.54093003
48,48.0,6.0,0.21600837,0.19684786,0.14094488,0.0032602027,0.5469296
49,49.0,6.0,0.2111508,0.19539502,0.1416243,0.0035496224,0.55275977
50,50.0,6.0,0.20627752,0.19384396,0.14214073,0.003846893,0.558426
51,51.0,6.0,0.20138898,0.19219992,0.14249767,0.0041510127,0.5639343
52,52.0,6.0,0.19648686,0.19046834,0.14269927,0.004461171,0.56929076
53,53.0,6.0,0.19157448,0.18865487,0.14274997,0.0047763903,0.57450116
54,54.0,6.0,0.18665609,0.18676546,0.1426549,0.0050956905,0.57957184
55,55.0,6.0,0.1817374,0.18480662,0.14241946,0.0054181106,0.5845091
56,56.0,6.0,0.17682567,0.18278459,0.14204974,0.0057425667,0.589319
57,57.0,6.0,0.17192939,0.18070635,0.14155197,0.0060680024,0.5940081
58,58.0,6.0,0.1670585,0.178579,0.14093316,0.00639328,0.59858286
59,59.0,6.0,0.16222408,0.17640975,0.14020039,0.0067172553,0.60304976
60,60.0,6.0,0.15743876,0.17420617,0.13936129,0.0070387814,0.6074152
61,61.0,6.0,0.15271616,0.17197585,0.13842362,0.0073565897,0.61168575
62,62.0,6.0,0.14807123,0.1697267,0.13739568,0.0076695066,0.615868
63,63.0,6.0,0.14351964,0.16746637,0.13628572,0.007976171,0.6199683
64,64.0,6.0,0.13907799,0.16520268,0.13510226,0.008275388,0.6239929
65,65.0,6.0,0.13476337,0.16294333,0.13385391,0.008565811,0.62794816
66,66.0,6.0,0.13059309,0.16069567,0.13254914,0.008846173,0.6318399
67,67.0,6.0,0.12658471,0.15846673,0.13119645,0.009115165,0.635674
68,68.0,6.0,0.122755215,0.15626323,0.1298042,0.009371545,0.6394558
69,69.0,6.0,0.11912084,0.15409109,0.12838009,0.009614103,0.6431904
70,70.0,6.0,0.115696944,0.15195546,0.12693167,0.009841656,0.6468822
71,71.0,6.0,0.11249694,0.14986074,0.12546588,0.010053178,0.65053546
