Anton Paar Monowave Series;;;;;;;;
Serial Number: 82701239;;;;;;;;
Instrument Software Version: 4.10.10607.14;;;;;;;;
;;;;;;;;
Processing Protocol;;;;;;;;
Experiment Name;vb-8min;;;;;;;
Experiment Date;10/20/2022 11:10:11 AM;;;;;;;
Experiment Unique ID;982;;;;;;;
User;Administrator;;;;;;;
Temperature Control;IR;;;;;;;
Vial Type;Glass vial G30;;;;;;;
;;;;;;;;
Steps;;;;;;;;
Step;Program;Temperature;Time;Power;Cooling;Stirrer Speed;;
;;C;hh:mm:ss;W;;rpm;;
1;Heat to temperature in time;60;00:01:30;850;Off;800;;
2;Hold;-;00:06:30;850;Off;800;;
3;Cool down;60;-;-;On;800;;
;;;;;;;;
Experiment Result;;;;;;;;
Result;OK;;;;;;;
;;;;;;;;
;;;;;;;;
Time;Step Time;Temp IR;Temp Ruby;Pressure;Power;Stirrer Speed;Fan Level;Step No.
hh:mm:ss;hh:mm:ss;C;C;bar;W;rpm;;
00:06:31;00:05:00;60;31;0.0;0;800;Off;2
00:06:32;00:05:01;59;31;0.0;0;800;Off;2
00:06:33;00:05:02;60;31;0.0;0;800;Off;2
00:06:34;00:05:03;60;31;0.0;1;800;Off;2
00:06:35;00:05:04;60;31;0.0;1;800;Off;2
00:06:36;00:05:05;60;31;0.0;0;800;Off;2
00:06:37;00:05:06;60;31;0.0;1;800;Off;2
00:06:38;00:05:07;60;31;0.0;1;800;Off;2
00:06:39;00:05:08;59;31;0.0;1;800;Off;2
00:06:40;00:05:09;59;31;0.0;2;800;Off;2
00:06:41;00:05:10;60;31;0.0;2;800;Off;2
00:06:42;00:05:11;60;31;0.0;2;800;Off;2
00:06:43;00:05:12;59;31;0.0;3;800;Off;2
00:06:44;00:05:13;59;31;0.0;4;800;Off;2
00:06:45;00:05:14;59;31;0.0;3;800;Off;2
00:06:46;00:05:15;59;31;0.0;5;800;Off;2
00:06:47;00:05:16;59;31;0.0;6;800;Off;2
00:06:48;00:05:17;59;31;0.0;5;800;Off;2
00:06:49;00:05:18;58;31;0.0;5;800;Off;2
00:06:50;00:05:19;59;31;0.0;8;800;Off;2
00:06:51;00:05:20;59;31;0.0;7;800;Off;2
00:06:52;00:05:21;59;31;0.0;7;800;Off;2
00:06:53;00:05:22;59;31;0.0;6;800;Off;2
00:06:54;00:05:23;58;31;0.0;9;800;Off;2
00:06:55;00:05:24;59;31;0.0;6;800;Off;2
00:06:56;00:05:25;59;31;0.0;7;800;Off;2
00:06:57;00:05:26;59;31;0.0;7;800;Off;2
00:06:58;00:05:27;59;31;0.0;8;800;Off;2
00:06:59;00:05:28;59;31;0.0;5;800;Off;2
00:07:00;00:05:29;60;31;0.0;4;800;Off;2
00:07:01;00:05:30;60;31;0.0;4;800;Off;2
00:07:02;00:05:31;60;31;0.0;4;800;Off;2
00:07:03;00:05:32;60;31;0.0;3;800;Off;2
00:07:04;00:05:33;60;31;0.0;3;800;Off;2
00:07:05;00:05:34;59;31;0.0;3;800;Off;2
00:07:06;00:05:35;60;31;0.0;3;800;Off;2
00:07:07;00:05:36;61;31;0.0;2;800;Off;2
00:07:08;00:05:37;61;31;0.0;1;800;Off;2
00:07:09;00:05:38;61;31;0.0;1;800;Off;2
00:07:10;00:05:39;61;31;0.0;0;800;Off;2
00:07:11;00:05:40;61;31;0.0;0;800;Off;2
00:07:12;00:05:41;61;31;0.0;0;800;Off;2
00:07:13;00:05:42;61;31;0.0;0;800;Off;2
00:07:14;00:05:43;60;31;0.0;0;800;Off;2
00:07:15;00:05:44;61;31;0.0;0;800;Off;2
00:07:16;00:05:45;61;31;0.0;0;800;Off;2
00:07:17;00:05:46;61;31;0.0;0;800;Off;2
00:07:18;00:05:47;61;31;0.0;0;800;Off;2
00:07:19;00:05:48;60;31;0.0;0;800;Off;2
00:07:20;00:05:49;61;31;0.0;0;800;Off;2
00:07:21;00:05:50;61;31;0.0;0;800;Off;2
00:07:22;00:05:51;60;31;0.0;0;800;Off;2
00:07:23;00:05:52;60;31;0.0;0;800;Off;2
00:07:24;00:05:53;60;31;0.0;0;800;Off;2
00:07:25;00:05:54;60;31;0.0;0;800;Off;2
00:07:26;00:05:55;61;31;0.0;0;800;Off;2
00:07:27;00:05:56;60;31;0.0;0;800;Off;2
00:07:28;00:05:57;60;31;0.0;0;800;Off;2
00:07:29;00:05:58;60;31;0.0;0;800;Off;2
00:07:30;00:05:59;60;31;0.0;0;800;Off;2
00:07:31;00:06:00;60;31;0.0;0;800;Off;2
00:07:32;00:06:01;60;31;0.0;0;800;Off;2
00:07:33;00:06:02;60;31;0.0;0;800;Off;2
00:07:34;00:06:03;59;31;0.0;0;800;Off;2
00:07:36;00:06:05;60;31;0.0;0;800;Off;2
00:07:38;00:06:07;60;31;0.0;0;800;Off;2
00:07:39;00:06:08;60;31;0.0;0;800;Off;2
00:07:40;00:06:09;60;31;0.0;1;800;Off;2
00:07:41;00:06:10;61;31;0.0;0;800;Off;2
00:07:42;00:06:11;60;31;0.0;0;800;Off;2
00:07:43;00:06:12;60;31;0.0;1;800;Off;2
00:07:44;00:06:13;59;31;0.0;1;800;Off;2
00:07:45;00:06:14;59;31;0.0;1;800;Off;2
00:07:46;00:06:15;59;31;0.0;1;800;Off;2
00:07:47;00:06:16;59;31;0.0;2;800;Off;2
00:07:48;00:06:17;59;31;0.0;2;800;Off;2
00:07:49;00:06:18;60;31;0.0;2;800;Off;2
00:07:50;00:06:19;59;31;0.0;3;800;Off;2
00:07:51;00:06:20;59;31;0.0;3;800;Off;2
00:07:52;00:06:21;59;31;0.0;4;800;Off;2
00:07:53;00:06:22;59;31;0.0;4;800;Off;2
00:07:54;00:06:23;59;31;0.0;5;800;Off;2
00:07:55;00:06:24;59;31;0.0;4;800;Off;2
00:07:56;00:06:25;59;31;0.0;6;800;Off;2
00:07:57;00:06:26;59;31;0.0;6;800;Off;2
00:07:58;00:06:27;58;31;0.0;6;800;Off;2
00:07:59;00:06:28;59;31;0.0;8;800;Off;2
00:08:00;00:06:29;59;31;0.0;7;800;Off;2
00:08:01;00:00:00;59;31;0.0;0;800;On;3
00:08:02;00:00:01;58;31;0.0;0;800;On;3
00:08:03;00:00:02;57;31;0.0;0;800;On;3
00:08:04;00:00:03;57;31;0.0;0;800;On;3
00:08:05;00:00:04;57;31;0.0;0;800;On;3
00:08:06;00:00:05;57;31;0.0;0;800;On;3
