Time	Value				
0,306666667	-47				
0,308333333	-36				
0,31	-32				
0,311666667	-38				
0,313333333	-27				
0,315	-34				
0,316666667	-28				
0,318333333	-19				
0,32	3				
0,321666667	-27				
0,323333333	-47				
0,325	-58				
0,326666667	-44				
0,328333333	-48				
0,33	-44				
0,331666667	-47				
0,333333333	-49				
0,335	-52				
0,336666667	-50				
0,338333333	-41				
0,34	-32				
0,341666667	-23				
0,343333333	-25				
0,345	-29				
0,346666667	-32				
0,348333333	-43				
0,35	-40				
0,351666667	-45				
0,353333333	-40				
0,355	-46				
0,356666667	-49				
0,358333333	-37				
0,36	-44				
0,361666667	-54				
0,363333333	-45				
0,365	-40				
0,366666667	-31				
0,368333333	-46				
0,37	-51				
0,371666667	-58				
0,373333333	-57				
0,375	-46				
0,376666667	-37				
0,378333333	-38				
0,38	-34				
0,381666667	-44				
0,383333333	-44				
0,385	-40				
0,386666667	-50				
0,388333333	-61				
0,39	-58				
0,391666667	-62				
0,393333333	-54				
0,395	-41				
0,396666667	-31				
0,398333333	-29				
0,4	-33				
0,401666667	-39				
0,403333333	-40				
0,405	-55				
0,406666667	-46				
0,408333333	-55				
0,41	-53				
0,411666667	-52				
0,413333333	-55				
0,415	-33				
0,416666667	-33				
0,418333333	-53				
0,42	-68				
0,421666667	-72				
0,423333333	-78				
0,425	-58				
0,426666667	-48				
0,428333333	-54				
0,43	-61				
0,431666667	-62				
0,433333333	-74				
0,435	-62				
0,436666667	-68				
0,438333333	-62				
0,44	-64				
0,441666667	-48				
0,443333333	-50				
0,445	-63				
0,446666667	-71				
0,448333333	-77				
0,45	-75				
0,451666667	-69				
0,453333333	-63				
0,455	-59				
0,456666667	-76				
0,458333333	-79				
0,46	-71				
0,461666667	-65				
0,463333333	-68				
0,465	-63				
0,466666667	-73				
0,468333333	-89				
0,47	-96				
0,471666667	-98				
0,473333333	-79				
0,475	-73				
0,476666667	-66				
0,478333333	-60				
0,48	-72				
0,481666667	-78				
0,483333333	-87				
0,485	-90				
0,486666667	-86				
0,488333333	-93				
0,49	-82				
0,491666667	-83				
0,493333333	-83				
0,495	-79				
0,496666667	-73				
0,498333333	-52				
0,5	-57				
0,501666667	-86				
0,503333333	-85				
0,505	-83				
0,506666667	-72				
0,508333333	-72				
0,51	-57				
0,511666667	-75				
0,513333333	-80				
0,515	-100				
0,516666667	-99				
0,518333333	-96				
0,52	-95				
0,521666667	-95				
0,523333333	-81				
0,525	-76				
0,526666667	-65				
0,528333333	-72				
0,53	-71				
0,531666667	-85				
0,533333333	-106				
0,535	-110				
0,536666667	-96				
0,538333333	-78				
0,54	-72				
0,541666667	-87				
0,543333333	-83				
0,545	-84				
0,546666667	-91				
0,548333333	-95				
0,55	-86				
0,551666667	-83				
0,553333333	-80				
0,555	-84				
0,556666667	-87				
0,558333333	-82				
0,56	-95				
0,561666667	-108				
0,563333333	-99				
0,565	-82				
0,566666667	-88				
0,568333333	-87				
0,57	-94				
0,571666667	-86				
0,573333333	-75				
0,575	-67				
0,576666667	-85				
0,578333333	-95				
0,58	-89				
0,581666667	-100				
0,583333333	-107				
0,585	-84				
0,586666667	-87				
0,588333333	-97				
0,59	-93				
0,591666667	-102				
0,593333333	-104				
0,595	-112				
0,596666667	-99				
0,598333333	-101				
0,6	-111				
0,601666667	-110				
0,603333333	-107				
0,605	-109				
0,606666667	-97				
0,608333333	-79				
0,61	-83				
0,611666667	-91				
0,613333333	-108				
0,615	-109				
0,616666667	-124				
0,618333333	-117				
0,62	-91				
0,621666667	-78				
0,623333333	-90				
0,625	-100				
0,626666667	-113				
0,628333333	-100				
0,63	-117				
0,631666667	-119				
0,633333333	-92				
0,635	-108				
0,636666667	-119				
0,638333333	-115				
0,64	-113				
0,641666667	-104				
0,643333333	-110				
0,645	-112				
0,646666667	-113				
0,648333333	-122				
0,65	-116				
0,651666667	-101				
0,653333333	-109				
0,655	-94				
0,656666667	-92				
0,658333333	-96				
0,66	-102				
0,661666667	-105				
0,663333333	-117				
0,665	-104				
0,666666667	-97				
0,668333333	-92				
0,67	-83				
0,671666667	-87				
0,673333333	-98				
0,675	-100				
0,676666667	-96				
0,678333333	-91				
0,68	-90				
0,681666667	-78				
0,683333333	-89				
0,685	-89				
0,686666667	-88				
0,688333333	-86				
0,69	-95				
0,691666667	-102				
0,693333333	-79				
0,695	-45				
0,696666667	-32				
0,698333333	11				
0,7	112				
0,701666667	329				
0,703333333	753				
0,705	1462				
0,706666667	2814				
0,708333333	6309				
0,71	16251				
0,711666667	33562				
0,713333333	53506				
0,715	63580				
0,716666667	63624				
0,718333333	62140				
0,72	65648				
0,721666667	71762				
0,723333333	74302				
0,725	71855				
0,726666667	69778				
0,728333333	73121				
0,73	87768				
0,731666667	128128				
0,733333333	230136				
0,735	406112				
0,736666667	664535				
0,738333333	1051360				
0,74	1506734				
0,741666667	1975752				
0,743333333	2397636				
0,745	2725424				
0,746666667	2899972				
0,748333333	2974048				
0,75	2993231				
0,751666667	2979081				
0,753333333	2931967				
0,755	2872665				
0,756666667	2801075				
0,758333333	2714142				
0,76	2614090				
0,761666667	2514229				
0,763333333	2407377				
0,765	2294830				
0,766666667	2177514				
0,768333333	2060537				
0,77	1955653				
0,771666667	1863255				
0,773333333	1778588				
0,775	1702101				
0,776666667	1626405				
0,778333333	1552702				
0,78	1484907				
0,781666667	1416489				
0,783333333	1353001				
0,785	1291793				
0,786666667	1230579				
0,788333333	1169745				
0,79	1115594				
0,791666667	1065244				
0,793333333	1017721				
0,795	972778				
0,796666667	928328				
0,798333333	893829				
0,8	864574				
0,801666667	844330				
0,803333333	833848				
0,805	832883				
0,806666667	843073				
0,808333333	856271				
0,81	870882				
0,811666667	885928				
0,813333333	896118				
0,815	904545				
0,816666667	913308				
0,818333333	918401				
0,82	941208				
0,821666667	1063513				
0,823333333	1522698				
0,825	2615666				
0,826666667	4519191				
0,828333333	6787595				
0,83	9205535				
0,831666667	11851390				
0,833333333	14439220				
0,835	16898684				
0,836666667	19331443				
0,838333333	21704603				
0,84	24148413				
0,841666667	26555922				
0,843333333	28909413				
0,845	31165882				
0,846666667	33491898				
0,848333333	35694531				
0,85	37816545				
0,851666667	39985102				
0,853333333	42228578				
0,855	44293186				
0,856666667	46410511				
0,858333333	48434891				
0,86	50363778				
0,861666667	52112396				
0,863333333	53696385				
0,865	55405732				
0,866666667	57187005				
0,868333333	58812382				
0,87	60493587				
0,871666667	62099557				
0,873333333	63320859				
0,875	64587396				
0,876666667	65816382				
0,878333333	67118290				
0,88	68492398				
0,881666667	69795013				
0,883333333	71075766				
0,885	72163418				
0,886666667	73183125				
0,888333333	74334701				
0,89	75431093				
0,891666667	76529314				
0,893333333	77658656				
0,895	78333424				
0,896666667	79110991				
0,898333333	80076124				
0,9	81074442				
0,901666667	81855390				
0,903333333	82542595				
0,905	83297312				
0,906666667	83987749				
0,908333333	84517214				
0,91	85146364				
0,911666667	85833154				
0,913333333	86577308				
0,915	87183826				
0,916666667	87676819				
0,918333333	88428905				
0,92	89103942				
0,921666667	89912963				
0,923333333	90697687				
0,925	91463560				
0,926666667	92393083				
0,928333333	93074270				
0,93	93710931				
0,931666667	94429399				
0,933333333	94983858				
0,935	95732922				
0,936666667	96432251				
0,938333333	97187991				
0,94	97721465				
0,941666667	98364766				
0,943333333	98755580				
0,945	99266108				
0,946666667	99905361				
0,948333333	100512167				
0,95	101079092				
0,951666667	101740478				
0,953333333	102201355				
0,955	102898217				
0,956666667	103288670				
0,958333333	103792210				
0,96	104406554				
0,961666667	104855807				
0,963333333	105349644				
0,965	105930032				
0,966666667	106465020				
0,968333333	106996123				
0,97	107590468				
0,971666667	108199092				
0,973333333	108668026				
0,975	109031223				
0,976666667	109465953				
0,978333333	109937622				
0,98	110246609				
0,981666667	110873345				
0,983333333	111139898				
0,985	111522160				
0,986666667	111795912				
0,988333333	112131072				
0,99	112520400				
0,991666667	113017962				
0,993333333	113422836				
0,995	113942909				
0,996666667	114281270				
0,998333333	114465254				
1	114854272				
1,001666667	115039803				
1,003333333	115213534				
1,005	115602733				
1,006666667	116173580				
1,008333333	116732713				
1,01	117442290				
1,011666667	118127619				
1,013333333	119035659				
1,015	120454212				
1,016666667	121807442				
1,018333333	123062683				
1,02	123980445				
1,021666667	125136971				
1,023333333	125875015				
1,025	126393279				
1,026666667	126806604				
1,028333333	126928568				
1,03	126928568				
1,031666667	126931988				
1,033333333	126966195				
1,035	127014091				
1,036666667	127146424				
1,038333333	127106489				
1,04	127006108				
1,041666667	126820280				
1,043333333	126820280				
1,045	126715455				
1,046666667	126764444				
1,048333333	126660782				
1,05	126775838				
1,051666667	126905766				
1,053333333	126936549				
1,055	127075685				
1,056666667	127106489				
1,058333333	127089375				
1,06	127358756				
1,061666667	127541549				
1,063333333	127702743				
1,065	128122785				
1,066666667	128488449				
1,068333333	129039647				
1,07	129437701				
1,071666667	129782178				
1,073333333	130097100				
1,075	130420493				
1,076666667	130684124				
1,078333333	131132213				
1,08	131682078				
1,081666667	132108608				
1,083333333	132447301				
1,085	132806253				
1,086666667	133094464				
1,088333333	133290673				
1,09	133923494				
1,091666667	134368885				
1,093333333	134624733				
1,095	135033655				
1,096666667	135257179				
1,098333333	135566888				
1,1	135802644				
1,101666667	136030344				
1,103333333	136288950				
1,105	136479222				
1,106666667	136635321				
1,108333333	136851879				
1,11	137104154				
1,111666667	137350731				
1,113333333	137629582				
1,115	137843362				
1,116666667	138167911				
1,118333333	138524998				
1,12	138710865				
1,121666667	139102071				
1,123333333	139577504				
1,125	139951970				
1,126666667	139937603				
1,128333333	140002255				
1,13	140178327				
1,131666667	140222662				
1,133333333	140247828				
1,135	140601591				
1,136666667	140932973				
1,138333333	141066357				
1,14	141246704				
1,141666667	141386252				
1,143333333	141672782				
1,145	141964425				
1,146666667	142193610				
1,148333333	142474917				
1,15	142714185				
1,151666667	142959704				
1,153333333	143161841				
1,155	143444103				
1,156666667	143527745				
1,158333333	143537444				
1,16	143742415				
1,161666667	143829785				
1,163333333	144208692				
1,165	144473738				
1,166666667	144644079				
1,168333333	144753637				
1,17	144841314				
1,171666667	145142293				
1,173333333	145520483				
1,175	145950509				
1,176666667	146290580				
1,178333333	146567332				
1,18	146582034				
1,181666667	146779358				
1,183333333	146993992				
1,185	147160902				
1,186666667	147364757				
1,188333333	147461823				
1,19	147683104				
1,191666667	148039960				
1,193333333	148086753				
1,195	148253050				
1,196666667	148610594				
1,198333333	148872244				
1,2	149031568				
1,201666667	149237952				
1,203333333	149480356				
1,205	149716765				
1,206666667	150113264				
1,208333333	150138063				
1,21	150178984				
1,211666667	150485457				
1,213333333	151011033				
1,215	151436636				
1,216666667	151648416				
1,218333333	151511365				
1,22	151734416				
1,221666667	151927693				
1,223333333	151991314				
1,225	152217216				
1,226666667	152450781				
1,228333333	152627010				
1,23	153146289				
1,231666667	153445745				
1,233333333	153433209				
1,235	153455774				
1,236666667	153876018				
1,238333333	154159851				
1,24	154270441				
1,241666667	154583574				
1,243333333	154878134				
1,245	154856725				
1,246666667	154997799				
1,248333333	155271315				
1,25	155354553				
1,251666667	155476926				
1,253333333	155883502				
1,255	156150210				
1,256666667	156281752				
1,258333333	156007348				
1,26	156092046				
1,261666667	156433601				
1,263333333	156761591				
1,265	157176185				
1,266666667	157779399				
1,268333333	158251344				
1,27	157305620				
1,271666667	157610382				
1,273333333	157731099				
1,275	157441456				
1,276666667	157199022				
1,278333333	157243433				
1,28	157366548				
1,281666667	157550677				
1,283333333	157733641				
1,285	157759061				
1,286666667	158028641				
1,288333333	158183880				
1,29	158579959				
1,291666667	158711246				
1,293333333	158489492				
1,295	158794124				
1,296666667	158954843				
1,298333333	159368493				
1,3	159901666				
1,301666667	160324233				
1,303333333	160261453				
1,305	160538290				
1,306666667	160832050				
1,308333333	161109378				
1,31	161253273				
1,311666667	161868115				
1,313333333	162103815				
1,315	162187574				
1,316666667	162232685				
1,318333333	162730603				
1,32	163165937				
1,321666667	163274539				
1,323333333	163574673				
1,325	163960593				
1,326666667	164149835				
1,328333333	164481919				
1,33	164764974				
1,331666667	165108082				
1,333333333	165542677				
1,335	165792762				
1,336666667	166303939				
1,338333333	166366587				
1,34	166747944				
1,341666667	167163755				
1,343333333	167667868				
1,345	168365708				
1,346666667	170189252				
1,348333333	172195206				
1,35	174334481				
1,351666667	176685990				
1,353333333	178595849				
1,355	180295779				
1,356666667	181477161				
1,358333333	182136213				
1,36	182647355				
1,361666667	182892247				
1,363333333	182937412				
1,365	183314008				
1,366666667	184014819				
1,368333333	184377406				
1,37	184550585				
1,371666667	184861411				
1,373333333	184748603				
1,375	184738974				
1,376666667	184525841				
1,378333333	184788495				
1,38	184639955				
1,381666667	184957737				
1,383333333	185434234				
1,385	185397029				
1,386666667	184077971				
1,388333333	114648303				
1,39	5577253				
1,391666667	709813				
1,393333333	679729				
1,395	407946				
1,396666667	299439				
1,398333333	234930				
1,4	94314				
1,401666667	38308				
1,403333333	24938				
1,405	16598				
1,406666667	12169				
1,408333333	11092				
1,41	12728				
1,411666667	16074				
1,413333333	18524				
1,415	15920				
1,416666667	11324				
1,418333333	10984				
1,42	20148				
1,421666667	32056				
1,423333333	28551				
1,425	16907				
1,426666667	10731				
1,428333333	9090				
1,43	8008				
1,431666667	6742				
1,433333333	5774				
1,435	5271				
1,436666667	5125				
1,438333333	4932				
1,44	4708				
1,441666667	4549				
1,443333333	4430				
1,445	4344				
1,446666667	4284				
1,448333333	4242				
1,45	4165				
1,451666667	4095				
1,453333333	4081				
1,455	4092				
1,456666667	4206				
1,458333333	4306				
1,46	4224				
1,461666667	4087				
1,463333333	3977				
1,465	3906				
1,466666667	3863				
1,468333333	3862				
1,47	3881				
1,471666667	3855				
1,473333333	3786				
1,475	3670				
1,476666667	3639				
1,478333333	3562				
1,48	3518				
1,481666667	3512				
1,483333333	3489				
1,485	3457				
1,486666667	3394				
1,488333333	3376				
1,49	3307				
1,491666667	3327				
1,493333333	3326				
1,495	3451				
1,496666667	3614				
1,498333333	3668				
1,5	3552				
1,501666667	3369				
1,503333333	3206				
1,505	3134				
1,506666667	3136				
1,508333333	3097				
1,51	3053				
1,511666667	3019				
1,513333333	3000				
1,515	3080				
1,516666667	3062				
1,518333333	3004				
1,52	3033				
1,521666667	3039				
1,523333333	3036				
1,525	2992				
1,526666667	2894				
1,528333333	2856				
1,53	2864				
1,531666667	2860				
1,533333333	2850				
1,535	2800				
1,536666667	2733				
1,538333333	2735				
1,54	2704				
1,541666667	2689				
1,543333333	2690				
1,545	2665				
1,546666667	2642				
1,548333333	2595				
1,55	2567				
1,551666667	2562				
1,553333333	2560				
1,555	2542				
1,556666667	2569				
1,558333333	2615				
1,56	2698				
1,561666667	2878				
1,563333333	3203				
1,565	3738				
1,566666667	4442				
1,568333333	4861				
1,57	4786				
1,571666667	4226				
1,573333333	3514				
1,575	2933				
1,576666667	2572				
1,578333333	2398				
1,58	2337				
1,581666667	2258				
1,583333333	2230				
1,585	2251				
1,586666667	2346				
1,588333333	2708				
1,59	3742				
1,591666667	5771				
1,593333333	8502				
1,595	10684				
1,596666667	11275				
1,598333333	10059				
1,6	7849				
1,601666667	5669				
1,603333333	4051				
1,605	3030				
1,606666667	2462				
1,608333333	2211				
1,61	2099				
1,611666667	2033				
1,613333333	1999				
1,615	2005				
1,616666667	2020				
1,618333333	2110				
1,62	2282				
1,621666667	2510				
1,623333333	2708				
1,625	3122				
1,626666667	4294				
1,628333333	7410				
1,63	13685				
1,631666667	22777				
1,633333333	31995				
1,635	38005				
1,636666667	38025				
1,638333333	32951				
1,64	25562				
1,641666667	18240				
1,643333333	12368				
1,645	7945				
1,646666667	5353				
1,648333333	3943				
1,65	3248				
1,651666667	2922				
1,653333333	2787				
1,655	2738				
1,656666667	2726				
1,658333333	2679				
1,66	2635				
1,661666667	2581				
1,663333333	2607				
1,665	2685				
1,666666667	2829				
1,668333333	3280				
1,67	4717				
1,671666667	8823				
1,673333333	17452				
1,675	29597				
1,676666667	40745				
1,678333333	44371				
1,68	40630				
1,681666667	32775				
1,683333333	24233				
1,685	17054				
1,686666667	11943				
1,688333333	8298				
1,69	5958				
1,691666667	4486				
1,693333333	3532				
1,695	2968				
1,696666667	2668				
1,698333333	2503				
1,7	2375				
1,701666667	2268				
1,703333333	2162				
1,705	2092				
1,706666667	2033				
1,708333333	1990				
1,71	1959				
1,711666667	1960				
1,713333333	1997				
1,715	2031				
1,716666667	2077				
1,718333333	2088				
1,72	2085				
1,721666667	2048				
1,723333333	2018				
1,725	1973				
1,726666667	1941				
1,728333333	1883				
1,73	1847				
1,731666667	1798				
1,733333333	1746				
1,735	1697				
1,736666667	1679				
1,738333333	1686				
1,74	1713				
1,741666667	1734				
1,743333333	1736				
1,745	1721				
1,746666667	1719				
1,748333333	1666				
1,75	1635				
1,751666667	1627				
1,753333333	1598				
1,755	1544				
1,756666667	1512				
1,758333333	1494				
1,76	1503				
1,761666667	1501				
1,763333333	1494				
1,765	1468				
1,766666667	1448				
1,768333333	1447				
1,77	1403				
1,771666667	1403				
1,773333333	1407				
1,775	1414				
1,776666667	1418				
1,778333333	1396				
1,78	1409				
1,781666667	1403				
1,783333333	1367				
1,785	1352				
1,786666667	1369				
1,788333333	1367				
1,79	1373				
1,791666667	1362				
1,793333333	1361				
1,795	1348				
1,796666667	1338				
1,798333333	1324				
1,8	1323				
1,801666667	1319				
1,803333333	1290				
1,805	1285				
1,806666667	1292				
1,808333333	1293				
1,81	1292				
1,811666667	1285				
1,813333333	1274				
1,815	1283				
1,816666667	1309				
1,818333333	1311				
1,82	1325				
1,821666667	1323				
1,823333333	1322				
1,825	1311				
1,826666667	1320				
1,828333333	1325				
1,83	1354				
1,831666667	1375				
1,833333333	1392				
1,835	1359				
1,836666667	1309				
1,838333333	1256				
1,84	1232				
1,841666667	1208				
1,843333333	1183				
1,845	1199				
1,846666667	1224				
1,848333333	1217				
1,85	1249				
1,851666667	1264				
1,853333333	1284				
1,855	1306				
1,856666667	1277				
1,858333333	1252				
1,86	1256				
1,861666667	1258				
1,863333333	1254				
1,865	1253				
1,866666667	1266				
1,868333333	1296				
1,87	1305				
1,871666667	1333				
1,873333333	1370				
1,875	1425				
1,876666667	1493				
1,878333333	1643				
1,88	1847				
1,881666667	2043				
1,883333333	2186				
1,885	2288				
1,886666667	2258				
1,888333333	2149				
1,89	2007				
1,891666667	1856				
1,893333333	1683				
1,895	1513				
1,896666667	1370				
1,898333333	1273				
1,9	1213				
1,901666667	1170				
1,903333333	1140				
1,905	1119				
1,906666667	1115				
1,908333333	1098				
1,91	1089				
1,911666667	1062				
1,913333333	1065				
1,915	1065				
1,916666667	1062				
1,918333333	1063				
1,92	1094				
1,921666667	1095				
1,923333333	1085				
1,925	1088				
1,926666667	1091				
1,928333333	1090				
1,93	1086				
1,931666667	1093				
1,933333333	1118				
1,935	1140				
1,936666667	1144				
1,938333333	1136				
1,94	1128				
1,941666667	1124				
1,943333333	1116				
1,945	1124				
1,946666667	1107				
1,948333333	1109				
1,95	1088				
1,951666667	1075				
1,953333333	1060				
1,955	1068				
1,956666667	1055				
1,958333333	1031				
1,96	1025				
1,961666667	1023				
1,963333333	1015				
1,965	1027				
1,966666667	1019				
1,968333333	1004				
1,97	1011				
1,971666667	997				
1,973333333	1004				
1,975	1052				
1,976666667	1095				
1,978333333	1159				
1,98	1191				
1,981666667	1212				
1,983333333	1191				
1,985	1135				
1,986666667	1068				
1,988333333	1035				
1,99	1019				
1,991666667	1010				
1,993333333	1000				
1,995	992				
1,996666667	992				
1,998333333	985				
2	984				
2,001666667	983				
2,003333333	986				
2,005	1003				
2,006666667	1012				
2,008333333	1001				
2,01	1002				
2,011666667	997				
2,013333333	1012				
2,015	1065				
2,016666667	1213				
2,018333333	1478				
2,02	1881				
2,021666667	2425				
2,023333333	3034				
2,025	3546				
2,026666667	3947				
2,028333333	4154				
2,03	4146				
2,031666667	3974				
2,033333333	3661				
2,035	3274				
2,036666667	2829				
2,038333333	2372				
2,04	1955				
2,041666667	1629				
2,043333333	1391				
2,045	1226				
2,046666667	1118				
2,048333333	1051				
2,05	1025				
2,051666667	987				
2,053333333	977				
2,055	972				
2,056666667	976				
2,058333333	991				
2,06	1022				
2,061666667	1061				
2,063333333	1099				
2,065	1111				
2,066666667	1109				
2,068333333	1102				
2,07	1095				
2,071666667	1055				
2,073333333	1052				
2,075	1056				
2,076666667	1084				
2,078333333	1139				
2,08	1223				
2,081666667	1279				
2,083333333	1321				
2,085	1344				
2,086666667	1350				
2,088333333	1405				
2,09	1448				
2,091666667	1398				
2,093333333	1343				
2,095	1283				
2,096666667	1254				
2,098333333	1228				
2,1	1206				
2,101666667	1191				
2,103333333	1166				
2,105	1124				
2,106666667	1115				
2,108333333	1114				
2,11	1100				
2,111666667	1090				
2,113333333	1079				
2,115	1071				
2,116666667	1046				
2,118333333	1047				
2,12	1061				
2,121666667	1069				
2,123333333	1073				
2,125	1112				
2,126666667	1143				
2,128333333	1184				
2,13	1195				
2,131666667	1188				
2,133333333	1183				
2,135	1169				
2,136666667	1174				
2,138333333	1212				
2,14	1313				
2,141666667	1472				
2,143333333	1684				
2,145	1873				
2,146666667	2052				
2,148333333	2190				
2,15	2360				
2,151666667	2569				
2,153333333	2733				
2,155	2808				
2,156666667	2758				
2,158333333	2602				
2,16	2416				
2,161666667	2242				
2,163333333	2063				
2,165	1875				
2,166666667	1714				
2,168333333	1577				
2,17	1441				
2,171666667	1346				
2,173333333	1263				
2,175	1198				
2,176666667	1139				
2,178333333	1103				
2,18	1067				
2,181666667	1049				
2,183333333	1038				
2,185	1036				
2,186666667	1025				
2,188333333	1037				
2,19	1035				
2,191666667	1015				
2,193333333	1009				
2,195	1025				
2,196666667	1046				
2,198333333	1079				
2,2	1143				
2,201666667	1249				
2,203333333	1407				
2,205	1642				
2,206666667	1941				
2,208333333	2240				
2,21	2518				
2,211666667	2642				
2,213333333	2646				
2,215	2474				
2,216666667	2232				
2,218333333	1930				
2,22	1639				
2,221666667	1416				
2,223333333	1267				
2,225	1161				
2,226666667	1109				
2,228333333	1086				
2,23	1078				
2,231666667	1074				
2,233333333	1065				
2,235	1073				
2,236666667	1075				
2,238333333	1086				
2,24	1088				
2,241666667	1110				
2,243333333	1191				
2,245	1408				
2,246666667	1924				
2,248333333	2964				
2,25	4652				
2,251666667	7037				
2,253333333	9970				
2,255	12383				
2,256666667	13677				
2,258333333	13697				
2,26	12620				
2,261666667	10729				
2,263333333	8587				
2,265	6506				
2,266666667	4756				
2,268333333	3454				
2,27	2547				
2,271666667	1990				
2,273333333	1710				
2,275	1596				
2,276666667	1583				
2,278333333	1630				
2,28	1672				
2,281666667	1700				
2,283333333	1657				
2,285	1591				
2,286666667	1490				
2,288333333	1373				
2,29	1280				
2,291666667	1187				
2,293333333	1132				
2,295	1058				
2,296666667	1037				
2,298333333	1025				
2,3	989				
2,301666667	972				
2,303333333	960				
2,305	939				
2,306666667	940				
2,308333333	929				
2,31	925				
2,311666667	911				
2,313333333	896				
2,315	882				
2,316666667	880				
2,318333333	878				
2,32	864				
2,321666667	844				
2,323333333	836				
2,325	828				
2,326666667	826				
2,328333333	817				
2,33	812				
2,331666667	822				
2,333333333	823				
2,335	833				
2,336666667	835				
2,338333333	836				
2,34	819				
2,341666667	801				
2,343333333	801				
2,345	796				
2,346666667	810				
2,348333333	812				
2,35	808				
2,351666667	804				
2,353333333	778				
2,355	779				
2,356666667	767				
2,358333333	757				
2,36	742				
2,361666667	742				
2,363333333	766				
2,365	768				
2,366666667	778				
2,368333333	776				
2,37	760				
2,371666667	759				
2,373333333	758				
2,375	766				
2,376666667	782				
2,378333333	803				
2,38	834				
2,381666667	834				
2,383333333	846				
2,385	850				
2,386666667	849				
2,388333333	858				
2,39	862				
2,391666667	863				
2,393333333	874				
2,395	868				
2,396666667	875				
2,398333333	860				
2,4	846				
2,401666667	853				
2,403333333	843				
2,405	844				
2,406666667	844				
2,408333333	845				
2,41	833				
2,411666667	813				
2,413333333	806				
2,415	805				
2,416666667	803				
2,418333333	823				
2,42	814				
2,421666667	836				
2,423333333	864				
2,425	905				
2,426666667	991				
2,428333333	1148				
2,43	1396				
2,431666667	1732				
2,433333333	2107				
2,435	2435				
2,436666667	2634				
2,438333333	2727				
2,44	2660				
2,441666667	2436				
2,443333333	2118				
2,445	1800				
2,446666667	1512				
2,448333333	1256				
2,45	1083				
2,451666667	969				
2,453333333	896				
2,455	854				
2,456666667	838				
2,458333333	831				
2,46	841				
