Time	Value				
0,273333333	21				
0,275	7				
0,276666667	-5				
0,278333333	3				
0,28	14				
0,281666667	26				
0,283333333	13				
0,285	-10				
0,286666667	-12				
0,288333333	-15				
0,29	-3				
0,291666667	14				
0,293333333	20				
0,295	17				
0,296666667	33				
0,298333333	36				
0,3	28				
0,301666667	4				
0,303333333	-9				
0,305	7				
0,306666667	13				
0,308333333	24				
0,31	16				
0,311666667	5				
0,313333333	2				
0,315	1				
0,316666667	-4				
0,318333333	12				
0,32	53				
0,321666667	25				
0,323333333	7				
0,325	31				
0,326666667	23				
0,328333333	-8				
0,33	-6				
0,331666667	20				
0,333333333	23				
0,335	4				
0,336666667	-3				
0,338333333	2				
0,34	-1				
0,341666667	3				
0,343333333	11				
0,345	13				
0,346666667	6				
0,348333333	18				
0,35	22				
0,351666667	25				
0,353333333	11				
0,355	22				
0,356666667	37				
0,358333333	36				
0,36	13				
0,361666667	-3				
0,363333333	-1				
0,365	6				
0,366666667	20				
0,368333333	-1				
0,37	-19				
0,371666667	2				
0,373333333	15				
0,375	-1				
0,376666667	14				
0,378333333	20				
0,38	1				
0,381666667	5				
0,383333333	44				
0,385	40				
0,386666667	30				
0,388333333	23				
0,39	25				
0,391666667	34				
0,393333333	32				
0,395	50				
0,396666667	49				
0,398333333	43				
0,4	44				
0,401666667	44				
0,403333333	49				
0,405	35				
0,406666667	43				
0,408333333	47				
0,41	48				
0,411666667	45				
0,413333333	43				
0,415	49				
0,416666667	43				
0,418333333	22				
0,42	28				
0,421666667	38				
0,423333333	58				
0,425	59				
0,426666667	37				
0,428333333	48				
0,43	36				
0,431666667	28				
0,433333333	52				
0,435	50				
0,436666667	32				
0,438333333	39				
0,44	48				
0,441666667	44				
0,443333333	34				
0,445	48				
0,446666667	60				
0,448333333	68				
0,45	48				
0,451666667	56				
0,453333333	69				
0,455	47				
0,456666667	38				
0,458333333	56				
0,46	63				
0,461666667	57				
0,463333333	53				
0,465	52				
0,466666667	38				
0,468333333	47				
0,47	36				
0,471666667	42				
0,473333333	47				
0,475	46				
0,476666667	52				
0,478333333	47				
0,48	41				
0,481666667	39				
0,483333333	31				
0,485	45				
0,486666667	44				
0,488333333	32				
0,49	50				
0,491666667	48				
0,493333333	48				
0,495	41				
0,496666667	37				
0,498333333	66				
0,5	52				
0,501666667	23				
0,503333333	35				
0,505	39				
0,506666667	33				
0,508333333	44				
0,51	66				
0,511666667	69				
0,513333333	61				
0,515	56				
0,516666667	49				
0,518333333	38				
0,52	30				
0,521666667	28				
0,523333333	42				
0,525	56				
0,526666667	50				
0,528333333	45				
0,53	50				
0,531666667	29				
0,533333333	25				
0,535	37				
0,536666667	47				
0,538333333	59				
0,54	51				
0,541666667	63				
0,543333333	54				
0,545	36				
0,546666667	30				
0,548333333	50				
0,55	59				
0,551666667	62				
0,553333333	58				
0,555	69				
0,556666667	79				
0,558333333	68				
0,56	59				
0,561666667	67				
0,563333333	80				
0,565	101				
0,566666667	85				
0,568333333	74				
0,57	62				
0,571666667	63				
0,573333333	72				
0,575	82				
0,576666667	73				
0,578333333	70				
0,58	70				
0,581666667	64				
0,583333333	62				
0,585	54				
0,586666667	67				
0,588333333	76				
0,59	77				
0,591666667	88				
0,593333333	85				
0,595	72				
0,596666667	65				
0,598333333	82				
0,6	99				
0,601666667	93				
0,603333333	108				
0,605	115				
0,606666667	100				
0,608333333	81				
0,61	72				
0,611666667	82				
0,613333333	84				
0,615	81				
0,616666667	87				
0,618333333	93				
0,62	101				
0,621666667	98				
0,623333333	84				
0,625	78				
0,626666667	69				
0,628333333	66				
0,63	90				
0,631666667	96				
0,633333333	103				
0,635	90				
0,636666667	88				
0,638333333	75				
0,64	95				
0,641666667	114				
0,643333333	110				
0,645	98				
0,646666667	113				
0,648333333	110				
0,65	95				
0,651666667	80				
0,653333333	94				
0,655	113				
0,656666667	108				
0,658333333	96				
0,66	89				
0,661666667	106				
0,663333333	100				
0,665	102				
0,666666667	101				
0,668333333	98				
0,67	104				
0,671666667	99				
0,673333333	98				
0,675	92				
0,676666667	80				
0,678333333	72				
0,68	90				
0,681666667	83				
0,683333333	97				
0,685	113				
0,686666667	110				
0,688333333	114				
0,69	105				
0,691666667	116				
0,693333333	150				
0,695	175				
0,696666667	210				
0,698333333	298				
0,7	446				
0,701666667	794				
0,703333333	1443				
0,705	2666				
0,706666667	5459				
0,708333333	13181				
0,71	28195				
0,711666667	49875				
0,713333333	66550				
0,715	71523				
0,716666667	68464				
0,718333333	65926				
0,72	68068				
0,721666667	70903				
0,723333333	70719				
0,725	69508				
0,726666667	71008				
0,728333333	75722				
0,73	88804				
0,731666667	137196				
0,733333333	308546				
0,735	666388				
0,736666667	1274773				
0,738333333	2011849				
0,74	2753650				
0,741666667	3313732				
0,743333333	3652208				
0,745	3788157				
0,746666667	3788034				
0,748333333	3718981				
0,75	3609995				
0,751666667	3482834				
0,753333333	3324084				
0,755	3144726				
0,756666667	2972934				
0,758333333	2801733				
0,76	2620452				
0,761666667	2451821				
0,763333333	2292565				
0,765	2141974				
0,766666667	2009112				
0,768333333	1887779				
0,77	1784438				
0,771666667	1697337				
0,773333333	1614204				
0,775	1547439				
0,776666667	1483500				
0,778333333	1420938				
0,78	1368232				
0,781666667	1321866				
0,783333333	1274280				
0,785	1225783				
0,786666667	1174968				
0,788333333	1133917				
0,79	1093268				
0,791666667	1054218				
0,793333333	1023385				
0,795	997622				
0,796666667	970638				
0,798333333	946351				
0,8	931721				
0,801666667	923155				
0,803333333	917376				
0,805	917485				
0,806666667	929735				
0,808333333	951034				
0,81	979583				
0,811666667	1008516				
0,813333333	1031225				
0,815	1046014				
0,816666667	1057994				
0,818333333	1066814				
0,82	1078714				
0,821666667	1124044				
0,823333333	1303525				
0,825	1871135				
0,826666667	3201876				
0,828333333	5087698				
0,83	7290813				
0,831666667	9684530				
0,833333333	12355334				
0,835	14923305				
0,836666667	17383219				
0,838333333	19773329				
0,84	22124584				
0,841666667	24473010				
0,843333333	26820748				
0,845	29281461				
0,846666667	31694415				
0,848333333	33902290				
0,85	36103574				
0,851666667	38193751				
0,853333333	40639603				
0,855	42750125				
0,856666667	44718951				
0,858333333	46591765				
0,86	48498762				
0,861666667	50347738				
0,863333333	52386468				
0,865	54182966				
0,866666667	55880313				
0,868333333	57234221				
0,87	58712843				
0,871666667	60364329				
0,873333333	61904883				
0,875	63378611				
0,876666667	64879456				
0,878333333	66244575				
0,88	67301398				
0,881666667	68451961				
0,883333333	69642673				
0,885	70700627				
0,886666667	71878906				
0,888333333	73081628				
0,89	74187951				
0,891666667	75325418				
0,893333333	76306141				
0,895	77097596				
0,896666667	78103165				
0,898333333	78994679				
0,9	79871353				
0,901666667	80979463				
0,903333333	81780087				
0,905	82548789				
0,906666667	83211198				
0,908333333	83765072				
0,91	84678930				
0,911666667	85462040				
0,913333333	85915438				
0,915	86713655				
0,916666667	87385912				
0,918333333	88247945				
0,92	89147648				
0,921666667	90034629				
0,923333333	90935651				
0,925	91659892				
0,926666667	92264486				
0,928333333	93127733				
0,93	93848868				
0,931666667	94611171				
0,933333333	95381499				
0,935	96062684				
0,936666667	96803039				
0,938333333	97311496				
0,94	97889360				
0,941666667	98625651				
0,943333333	99371762				
0,945	100088285				
0,946666667	100701739				
0,948333333	101245777				
0,95	101747381				
0,951666667	102243062				
0,953333333	102859996				
0,955	103203082				
0,956666667	103825993				
0,958333333	104387700				
0,96	104931225				
0,961666667	105413810				
0,963333333	106015214				
0,965	106549373				
0,966666667	107003208				
0,968333333	107451714				
0,97	108080986				
0,971666667	108619263				
0,973333333	109075367				
0,975	109494301				
0,976666667	110028650				
0,978333333	110523870				
0,98	111034063				
0,981666667	111534743				
0,983333333	111797810				
0,985	112049404				
0,986666667	112498691				
0,988333333	112755369				
0,99	113036009				
0,991666667	113654430				
0,993333333	114308075				
0,995	114818244				
0,996666667	115046074				
0,998333333	115191568				
1	115470872				
1,001666667	115770113				
1,003333333	116116626				
1,005	116664692				
1,006666667	117157084				
1,008333333	117471661				
1,01	118147175				
1,011666667	118878686				
1,013333333	119478573				
1,015	120364024				
1,016666667	121592854				
1,018333333	122795402				
1,02	123993725				
1,021666667	125243163				
1,023333333	126145137				
1,025	127068599				
1,026666667	127686491				
1,028333333	128162638				
1,03	128566222				
1,031666667	128940562				
1,033333333	129069296				
1,035	129019864				
1,036666667	128973889				
1,038333333	128908389				
1,04	128832568				
1,041666667	128854393				
1,043333333	128930221				
1,045	129040556				
1,046666667	128914135				
1,048333333	128948606				
1,05	128756769				
1,051666667	128653443				
1,053333333	128532948				
1,055	128488207				
1,056666667	128491649				
1,058333333	128666070				
1,06	128961248				
1,061666667	129230303				
1,063333333	129358029				
1,065	129515762				
1,066666667	129715078				
1,068333333	130108401				
1,07	130523128				
1,071666667	131010320				
1,073333333	131325568				
1,075	131671385				
1,076666667	131721323				
1,078333333	132164204				
1,08	132560053				
1,081666667	132961163				
1,083333333	133447035				
1,085	133895147				
1,086666667	134283024				
1,088333333	134723140				
1,09	135032237				
1,091666667	135460621				
1,093333333	135902661				
1,095	136280438				
1,096666667	136758130				
1,098333333	137093248				
1,1	137290010				
1,101666667	137543876				
1,103333333	137868072				
1,105	138241430				
1,106666667	138460447				
1,108333333	138770223				
1,11	138920470				
1,111666667	139003976				
1,113333333	139374088				
1,115	139778190				
1,116666667	140164906				
1,118333333	140369854				
1,12	140543758				
1,121666667	140786203				
1,123333333	141048086				
1,125	141304198				
1,126666667	141566563				
1,128333333	141686994				
1,13	141887025				
1,131666667	142114941				
1,133333333	142364775				
1,135	142442063				
1,136666667	142483130				
1,138333333	142920746				
1,14	143252425				
1,141666667	143494771				
1,143333333	143744600				
1,145	144099099				
1,146666667	144314196				
1,148333333	144612195				
1,15	144631667				
1,151666667	144826457				
1,153333333	145153025				
1,155	145445785				
1,156666667	145687534				
1,158333333	145696084				
1,16	145896479				
1,161666667	145996728				
1,163333333	146089672				
1,165	146465420				
1,166666667	146666343				
1,168333333	146920144				
1,17	147143473				
1,171666667	147443148				
1,173333333	147653347				
1,175	147637362				
1,176666667	147845239				
1,178333333	148212149				
1,18	148416731				
1,181666667	148748554				
1,183333333	148789286				
1,185	148912751				
1,186666667	148999207				
1,188333333	149259962				
1,19	149589012				
1,191666667	149865150				
1,193333333	150096904				
1,195	150290377				
1,196666667	150450457				
1,198333333	150892673				
1,2	150989650				
1,201666667	150967269				
1,203333333	151145127				
1,205	151546003				
1,206666667	151951151				
1,208333333	152082162				
1,21	152138326				
1,211666667	152265669				
1,213333333	152605515				
1,215	152987042				
1,216666667	153330197				
1,218333333	153579663				
1,22	153986264				
1,221666667	154167148				
1,223333333	154329280				
1,225	154282768				
1,226666667	154214899				
1,228333333	154560686				
1,23	155015197				
1,231666667	155255942				
1,233333333	155422430				
1,235	155669804				
1,236666667	155878206				
1,238333333	156343506				
1,24	156666335				
1,241666667	156523237				
1,243333333	156618206				
1,245	156810767				
1,246666667	157129004				
1,248333333	157343457				
1,25	157203856				
1,251666667	157167061				
1,253333333	157301570				
1,255	157517410				
1,256666667	157980061				
1,258333333	158391168				
1,26	159198385				
1,261666667	158453580				
1,263333333	158546585				
1,265	158616676				
1,266666667	158507087				
1,268333333	158499443				
1,27	158660013				
1,271666667	159086043				
1,273333333	159240523				
1,275	159194554				
1,276666667	159237970				
1,278333333	159240523				
1,28	159327372				
1,281666667	159795230				
1,283333333	159979493				
1,285	159793951				
1,286666667	160190758				
1,288333333	160736852				
1,29	160929359				
1,291666667	160849775				
1,293333333	160940913				
1,295	160839508				
1,296666667	161152812				
1,298333333	161602756				
1,3	161537154				
1,301666667	161597611				
1,303333333	162014683				
1,305	162416816				
1,306666667	162887892				
1,308333333	163066176				
1,31	163504547				
1,311666667	163970718				
1,313333333	164052366				
1,315	164007004				
1,316666667	164013483				
1,318333333	164449232				
1,32	165080534				
1,321666667	165511187				
1,323333333	165948920				
1,325	166241062				
1,326666667	166393756				
1,328333333	166832653				
1,33	167087636				
1,331666667	167341503				
1,333333333	167744947				
1,335	167754122				
1,336666667	167949473				
1,338333333	168299818				
1,34	168634758				
1,341666667	169823515				
1,343333333	171686738				
1,345	173980336				
1,346666667	176457147				
1,348333333	178770109				
1,35	180963333				
1,351666667	182586942				
1,353333333	183087762				
1,355	183563217				
1,356666667	183908891				
1,358333333	184282363				
1,36	184191706				
1,361666667	184282363				
1,363333333	184649339				
1,365	184869424				
1,366666667	185245248				
1,368333333	185323765				
1,37	185462932				
1,371666667	185446394				
1,373333333	185946978				
1,375	185985619				
1,376666667	186218927				
1,378333333	185949738				
1,38	186064292				
1,381666667	186024263				
1,383333333	176683058				
1,385	37266309				
1,386666667	1412076				
1,388333333	677080				
1,39	584012				
1,391666667	327613				
1,393333333	288823				
1,395	162437				
1,396666667	60490				
1,398333333	31314				
1,4	21011				
1,401666667	14143				
1,403333333	11125				
1,405	11555				
1,406666667	14277				
1,408333333	17774				
1,41	18483				
1,411666667	14371				
1,413333333	10377				
1,415	13113				
1,416666667	25508				
1,418333333	33291				
1,42	25056				
1,421666667	15155				
1,423333333	11737				
1,425	10363				
1,426666667	8448				
1,428333333	6763				
1,43	5764				
1,431666667	5367				
1,433333333	5141				
1,435	4960				
1,436666667	4813				
1,438333333	4713				
1,44	4609				
1,441666667	4499				
1,443333333	4391				
1,445	4338				
1,446666667	4365				
1,448333333	4322				
1,45	4275				
1,451666667	4348				
1,453333333	4428				
1,455	4442				
1,456666667	4334				
1,458333333	4204				
1,46	4052				
1,461666667	3977				
1,463333333	3980				
1,465	4021				
1,466666667	4037				
1,468333333	4051				
1,47	3890				
1,471666667	3783				
1,473333333	3694				
1,475	3660				
1,476666667	3618				
1,478333333	3577				
1,48	3537				
1,481666667	3536				
1,483333333	3464				
1,485	3411				
1,486666667	3398				
1,488333333	3400				
1,49	3437				
1,491666667	3590				
1,493333333	3728				
1,495	3738				
1,496666667	3624				
1,498333333	3456				
1,5	3333				
1,501666667	3310				
1,503333333	3233				
1,505	3163				
1,506666667	3100				
1,508333333	3113				
1,51	3119				
1,511666667	3171				
1,513333333	3182				
1,515	3189				
1,516666667	3184				
1,518333333	3215				
1,52	3207				
1,521666667	3135				
1,523333333	3068				
1,525	3046				
1,526666667	3014				
1,528333333	3034				
1,53	3020				
1,531666667	2990				
1,533333333	2929				
1,535	2900				
1,536666667	2890				
1,538333333	2872				
1,54	2840				
1,541666667	2793				
1,543333333	2758				
1,545	2723				
1,546666667	2691				
1,548333333	2701				
1,55	2697				
1,551666667	2704				
1,553333333	2689				
1,555	2766				
1,556666667	2883				
1,558333333	3161				
1,56	3649				
1,561666667	4420				
1,563333333	5137				
1,565	5336				
1,566666667	4861				
1,568333333	4068				
1,57	3326				
1,571666667	2855				
1,573333333	2589				
1,575	2454				
1,576666667	2395				
1,578333333	2392				
1,58	2381				
1,581666667	2460				
1,583333333	2726				
1,585	3599				
1,586666667	5494				
1,588333333	8392				
1,59	11229				
1,591666667	12565				
1,593333333	11736				
1,595	9504				
1,596666667	6954				
1,598333333	4912				
1,6	3585				
1,601666667	2862				
1,603333333	2496				
1,605	2352				
1,606666667	2231				
1,608333333	2208				
1,61	2188				
1,611666667	2199				
1,613333333	2236				
1,615	2320				
1,616666667	2418				
1,618333333	2522				
1,62	2762				
1,621666667	3618				
1,623333333	6183				
1,625	11742				
1,626666667	20250				
1,628333333	29658				
1,63	36306				
1,631666667	37616				
1,633333333	33380				
1,635	26383				
1,636666667	19153				
1,638333333	12970				
1,64	8324				
1,641666667	5643				
1,643333333	4125				
1,645	3384				
1,646666667	3008				
1,648333333	2876				
1,65	2809				
1,651666667	2774				
1,653333333	2731				
1,655	2690				
1,656666667	2651				
1,658333333	2687				
1,66	2749				
1,661666667	2954				
1,663333333	3381				
1,665	4643				
1,666666667	8225				
1,668333333	16573				
1,67	29963				
1,671666667	44069				
1,673333333	50458				
1,675	47994				
1,676666667	39500				
1,678333333	29714				
1,68	21377				
1,681666667	15089				
1,683333333	10458				
1,685	7459				
1,686666667	5570				
1,688333333	4386				
1,69	3746				
1,691666667	3376				
1,693333333	3130				
1,695	2903				
1,696666667	2732				
1,698333333	2610				
1,7	2482				
1,701666667	2384				
1,703333333	2347				
1,705	2342				
1,706666667	2362				
1,708333333	2423				
1,71	2466				
1,711666667	2511				
1,713333333	2473				
1,715	2430				
1,716666667	2378				
1,718333333	2318				
1,72	2253				
1,721666667	2240				
1,723333333	2230				
1,725	2182				
1,726666667	2127				
1,728333333	2106				
1,73	2104				
1,731666667	2088				
1,733333333	2088				
1,735	2099				
1,736666667	2098				
1,738333333	2069				
1,74	2034				
1,741666667	2016				
1,743333333	1957				
1,745	1925				
1,746666667	1890				
1,748333333	1850				
1,75	1828				
1,751666667	1805				
1,753333333	1787				
1,755	1765				
1,756666667	1763				
1,758333333	1768				
1,76	1744				
1,761666667	1710				
1,763333333	1703				
1,765	1703				
1,766666667	1667				
1,768333333	1651				
1,77	1660				
1,771666667	1668				
1,773333333	1656				
1,775	1630				
1,776666667	1643				
1,778333333	1647				
1,78	1642				
1,781666667	1638				
1,783333333	1671				
1,785	1669				
1,786666667	1643				
1,788333333	1616				
1,79	1607				
1,791666667	1625				
1,793333333	1625				
1,795	1621				
1,796666667	1633				
1,798333333	1605				
1,8	1568				
1,801666667	1556				
1,803333333	1583				
1,805	1610				
1,806666667	1589				
1,808333333	1592				
1,81	1573				
1,811666667	1547				
1,813333333	1555				
1,815	1584				
1,816666667	1608				
1,818333333	1607				
1,82	1602				
1,821666667	1622				
1,823333333	1625				
1,825	1644				
1,826666667	1682				
1,828333333	1668				
1,83	1630				
1,831666667	1604				
1,833333333	1576				
1,835	1533				
1,836666667	1486				
1,838333333	1468				
1,84	1471				
1,841666667	1454				
1,843333333	1479				
1,845	1536				
1,846666667	1594				
1,848333333	1613				
1,85	1612				
1,851666667	1608				
1,853333333	1599				
1,855	1584				
1,856666667	1578				
1,858333333	1567				
1,86	1554				
1,861666667	1527				
1,863333333	1499				
1,865	1495				
1,866666667	1533				
1,868333333	1571				
1,87	1615				
1,871666667	1658				
1,873333333	1741				
1,875	1904				
1,876666667	2165				
1,878333333	2409				
1,88	2554				
1,881666667	2585				
1,883333333	2514				
1,885	2382				
1,886666667	2208				
1,888333333	2025				
1,89	1848				
1,891666667	1729				
1,893333333	1616				
1,895	1530				
1,896666667	1484				
1,898333333	1452				
1,9	1403				
1,901666667	1370				
1,903333333	1347				
1,905	1333				
1,906666667	1326				
1,908333333	1340				
1,91	1347				
1,911666667	1363				
1,913333333	1363				
1,915	1351				
1,916666667	1343				
1,918333333	1345				
1,92	1369				
1,921666667	1385				
1,923333333	1384				
1,925	1369				
1,926666667	1356				
1,928333333	1360				
1,93	1385				
1,931666667	1391				
1,933333333	1396				
1,935	1424				
1,936666667	1431				
1,938333333	1424				
1,94	1394				
1,941666667	1371				
1,943333333	1371				
1,945	1353				
1,946666667	1339				
1,948333333	1348				
1,95	1342				
1,951666667	1338				
1,953333333	1321				
1,955	1311				
1,956666667	1302				
1,958333333	1305				
1,96	1294				
1,961666667	1292				
1,963333333	1285				
1,965	1280				
1,966666667	1277				
1,968333333	1294				
1,97	1321				
1,971666667	1365				
1,973333333	1427				
1,975	1483				
1,976666667	1508				
1,978333333	1500				
1,98	1494				
1,981666667	1447				
1,983333333	1362				
1,985	1323				
1,986666667	1304				
1,988333333	1295				
1,99	1262				
1,991666667	1245				
1,993333333	1250				
1,995	1255				
1,996666667	1270				
1,998333333	1264				
2	1268				
2,001666667	1259				
2,003333333	1252				
2,005	1251				
2,006666667	1248				
2,008333333	1246				
2,01	1291				
2,011666667	1410				
2,013333333	1605				
2,015	1961				
2,016666667	2473				
2,018333333	3094				
2,02	3794				
2,021666667	4346				
2,023333333	4697				
2,025	4819				
2,026666667	4696				
2,028333333	4406				
2,03	4013				
2,031666667	3541				
2,033333333	3061				
2,035	2618				
2,036666667	2211				
2,038333333	1878				
2,04	1620				
2,041666667	1480				
2,043333333	1376				
2,045	1323				
2,046666667	1289				
2,048333333	1275				
2,05	1249				
2,051666667	1244				
2,053333333	1257				
2,055	1280				
2,056666667	1319				
2,058333333	1378				
2,06	1403				
2,061666667	1419				
2,063333333	1427				
2,065	1387				
2,066666667	1355				
2,068333333	1356				
2,07	1353				
2,071666667	1366				
2,073333333	1381				
2,075	1431				
2,076666667	1481				
2,078333333	1537				
2,08	1580				
2,081666667	1607				
2,083333333	1608				
2,085	1564				
2,086666667	1515				
2,088333333	1458				
2,09	1421				
2,091666667	1392				
2,093333333	1475				
2,095	1489				
2,096666667	1472				
2,098333333	1456				
2,1	1424				
2,101666667	1419				
2,103333333	1420				
2,105	1393				
2,106666667	1400				
2,108333333	1380				
2,11	1374				
2,111666667	1357				
2,113333333	1356				
2,115	1361				
2,116666667	1377				
2,118333333	1386				
2,12	1398				
2,121666667	1419				
2,123333333	1444				
2,125	1478				
2,126666667	1498				
2,128333333	1506				
2,13	1503				
2,131666667	1491				
2,133333333	1494				
2,135	1526				
2,136666667	1667				
2,138333333	1863				
2,14	2109				
2,141666667	2377				
2,143333333	2607				
2,145	2784				
2,146666667	2923				
2,148333333	3047				
2,15	3081				
2,151666667	3055				
2,153333333	2926				
2,155	2767				
2,156666667	2583				
2,158333333	2392				
2,16	2209				
2,161666667	2053				
2,163333333	1913				
2,165	1802				
2,166666667	1696				
2,168333333	1598				
2,17	1531				
2,171666667	1468				
2,173333333	1437				
2,175	1395				
2,176666667	1372				
2,178333333	1349				
2,18	1349				
2,181666667	1336				
2,183333333	1313				
2,185	1316				
2,186666667	1336				
2,188333333	1320				
2,19	1334				
2,191666667	1350				
2,193333333	1348				
2,195	1388				
2,196666667	1474				
2,198333333	1614				
2,2	1821				
2,201666667	2094				
2,203333333	2425				
2,205	2741				
2,206666667	2975				
2,208333333	3110				
2,21	3065				
2,211666667	2915				
2,213333333	2636				
2,215	2327				
2,216666667	2047				
2,218333333	1816				
2,22	1636				
2,221666667	1545				
2,223333333	1531				
2,225	1511				
2,226666667	1531				
2,228333333	1543				
2,23	1555				
2,231666667	1581				
2,233333333	1615				
2,235	1686				
2,236666667	1786				
2,238333333	1897				
2,24	2060				
2,241666667	2337				
2,243333333	2864				
2,245	3834				
2,246666667	5478				
2,248333333	7757				
2,25	10314				
2,251666667	12562				
2,253333333	13933				
2,255	14025				
2,256666667	12952				
2,258333333	11113				
2,26	8947				
2,261666667	6899				
2,263333333	5247				
2,265	3912				
2,266666667	2978				
2,268333333	2403				
2,27	2133				
2,271666667	2052				
2,273333333	2086				
2,275	2170				
2,276666667	2286				
2,278333333	2348				
2,28	2351				
2,281666667	2251				
2,283333333	2132				
2,285	1970				
2,286666667	1807				
2,288333333	1663				
2,29	1540				
2,291666667	1464				
2,293333333	1424				
2,295	1387				
2,296666667	1354				
2,298333333	1324				
2,3	1303				
2,301666667	1301				
2,303333333	1295				
2,305	1262				
2,306666667	1265				
2,308333333	1255				
2,31	1223				
2,311666667	1214				
2,313333333	1224				
2,315	1202				
2,316666667	1195				
2,318333333	1170				
2,32	1182				
2,321666667	1162				
2,323333333	1152				
2,325	1160				
2,326666667	1157				
2,328333333	1141				
2,33	1134				
2,331666667	1147				
2,333333333	1142				
2,335	1149				
2,336666667	1152				
2,338333333	1151				
2,34	1159				
2,341666667	1144				
2,343333333	1126				
2,345	1126				
2,346666667	1128				
2,348333333	1137				
2,35	1126				
2,351666667	1116				
2,353333333	1098				
2,355	1075				
2,356666667	1058				
2,358333333	1063				
2,36	1079				
2,361666667	1075				
2,363333333	1084				
2,365	1089				
2,366666667	1077				
2,368333333	1075				
2,37	1084				
2,371666667	1090				
2,373333333	1141				
2,375	1170				
2,376666667	1184				
2,378333333	1196				
2,38	1178				
2,381666667	1177				
2,383333333	1184				
2,385	1171				
2,386666667	1188				
2,388333333	1190				
2,39	1175				
2,391666667	1181				
2,393333333	1182				
2,395	1189				
2,396666667	1186				
2,398333333	1208				
2,4	1198				
2,401666667	1157				
2,403333333	1150				
2,405	1134				
2,406666667	1135				
2,408333333	1131				
2,41	1141				
2,411666667	1144				
2,413333333	1134				
2,415	1123				
2,416666667	1132				
2,418333333	1132				
2,42	1151				
2,421666667	1214				
2,423333333	1319				
2,425	1454				
2,426666667	1683				
2,428333333	2007				
2,43	2357				
2,431666667	2722				
2,433333333	2981				
2,435	3111				
2,436666667	3052				
2,438333333	2838				
2,44	2549				
2,441666667	2223				
2,443333333	1910				
2,445	1670				
2,446666667	1477				
2,448333333	1332				
2,45	1254				
2,451666667	1197				
2,453333333	1177				
2,455	1170				
2,456666667	1151				
2,458333333	1168				
2,46	1156				
2,461666667	1160				
2,463333333	1133				
2,465	1134				
2,466666667	1127				
2,468333333	1134				
2,47	1147				
2,471666667	1147				
2,473333333	1166				
2,475	1170				
2,476666667	1150				
2,478333333	1127				
2,48	1109				
2,481666667	1091				
2,483333333	1067				
2,485	1063				
2,486666667	1037				
2,488333333	1037				
2,49	1013				
2,491666667	1007				
