,t,TG,DG,MG,G,ME
0,0.0,0.61911421,0.040004937,0.000394678,0.0,0.0
1,1.0,0.61162024094697,0.046943102985047815,0.0009423990506796837,8.08190816314891e-06,0.008057854138314724
2,2.0,0.6040082644761717,0.05388264406787705,0.0015952348132735788,2.7681498977472074e-05,0.016361864283680916
3,3.0,0.5962838131093597,0.06081177948358011,0.0023568580165623425,6.137414857221302e-05,0.024915323592722416
4,4.0,0.5884559090339756,0.0677157379904623,0.0032302678102745412,0.00011190983968845103,0.03371770866215229
5,5.0,0.5805355153137064,0.0745783774399991,0.004217737611022472,0.00018219431694888044,0.0427661407738924
6,6.0,0.5725342716180897,0.08138342995511841,0.005320851947751522,0.0002752712771325605,0.05205665249377489
7,7.0,0.564463618313632,0.08811531218084048,0.006540586264443278,0.00039430784272553865,0.061585113406181335
8,8.0,0.5563344323166823,0.09475943820866298,0.007877371763449787,0.0005425826329883421,0.07134763337671757
9,9.0,0.5481568585240459,0.10130233133526992,0.009331159433920561,0.0007234758322738344,0.0813407814130187
10,10.0,0.5399403908380485,0.10773153186159681,0.010901443102036296,0.0009404592219652841,0.0915614990517497
11,11.0,0.5316939792686319,0.1140354853341217,0.01258727444858539,0.0011970857976848492,0.10200699511915445
12,12.0,0.5234262236484504,0.12020337304415654,0.014387250901770472,0.0014969771382311592,0.11267451010644436
13,13.0,0.515145526369772,0.12622500306310605,0.016299487930361806,0.0018438076604070375,0.12356110475957394
14,14.0,0.5068601594397044,0.13209076460766148,0.01832161299010056,0.0022412880443880567,0.13466355670243502
15,15.0,0.49857836320038795,0.13779157122912358,0.020450745151017486,0.0026931455886369804,0.1459782011806965
16,16.0,0.4903083444663501,0.14331888968440246,0.022683486948360383,0.003203103837222443,0.15750087890774012
17,17.0,0.4820582327523446,0.1486647878991301,0.02501594172847706,0.0037748621489299694,0.1692269630730152
18,18.0,0.47383607747938394,0.1538219540597732,0.02744371923675078,0.004412073869389133,0.18115131929516792
19,19.0,0.4656497520485139,0.15878376879113268,0.0299619763629629,0.005118328082971857,0.19326840993016958
20,20.0,0.45750689423616886,0.1635443489285047,0.03256545183305877,0.005897130287848995,0.20557234715670347
21,21.0,0.449414857765398,0.16809857638868045,0.03524850509186524,0.00675188598142995,0.2180569488555193
22,22.0,0.4413806489759302,0.17244212098734926,0.03800516938847738,0.007685886166655109,0.2307158224284649
23,23.0,0.43341087746407747,0.17657145580592107,0.040829198342387255,0.00870229390602617,0.24354243837296963
24,24.0,0.42551170951660633,0.18048385905417155,0.0437141204258545,0.009804136521779583,0.2565302141010761
25,25.0,0.4176888746299958,0.18417738217244398,0.04665327621680933,0.01099429261557816,0.26967251766473055
26,26.0,0.40994763803642154,0.18765083353350412,0.04963986659479576,0.01227548735369055,0.282962734811008
27,27.0,0.4022928053603685,0.19090374957154047,0.05266698650141495,0.013650284201503382,0.2963942810893059
28,28.0,0.39472873239751816,0.19393634751754354,0.05572766522002655,0.015121080150493071,0.3099606242030859
29,29.0,0.3872593544514096,0.19674948721508037,0.05881488546786147,0.016690098034814582,0.3236552579328418
30,30.0,0.3798881984406328,0.19934463107342373,0.06192161226702171,0.018359383388087736,0.3374717114493251
31,31.0,0.3726183977999902,0.2017238072803105,0.06504082065132695,0.02013079932112305,0.35140355210751295
