,t,TG,DG,MG,G,ME
0,0.0,0.61911421,0.040004937,0.000394678,0.0,0.0
1,1.0,0.6132271607496953,0.04546515925171327,0.0008143685647404492,7.1364738687407225e-06,0.006321012508124113
2,2.0,0.6070544194520628,0.05112111803459477,0.0013160042237608431,2.2283375074039213e-05,0.013025682885199785
3,3.0,0.6006231732757008,0.056937400273406026,0.0019058436393855809,4.74077787657734e-05,0.020097017288208008
4,4.0,0.5939587215983486,0.06288093330653857,0.002589484351326406,8.468585656373762e-05,0.02751966565847397
5,5.0,0.5870840927676475,0.06892133040668916,0.003371905559313178,0.0001364964227832388,0.03528033662587404
6,6.0,0.5800197381616747,0.07503111895489048,0.004257550836180031,0.00020541680351016112,0.043368177488446236
7,7.0,0.5727835824803627,0.08118561704027008,0.0052504037978245615,0.00029422151055769064,0.05177479609847069
8,8.0,0.5653911629782236,0.08736271133961629,0.006354066334304094,0.0004058837475895416,0.06049420312047005
9,9.0,0.5578560876750565,0.09354237608926844,0.007571782940637946,0.0005435776511149015,0.06952238176018
10,10.0,0.5501903948464608,0.09970628938021611,0.008906459110428273,0.0007106813100108411,0.07885695807635784
11,11.0,0.5424050489531076,0.10583736656548928,0.010360632115614294,0.0009107772457355168,0.08849667012691498
12,12.0,0.5345103466973817,0.11191940449493479,0.011936422926944374,0.0011476508479972836,0.09844090975821018
13,13.0,0.5265162397266543,0.11793682027923416,0.01363548045103687,0.0014252850633056369,0.10868934262543917
14,14.0,0.5184325814337647,0.12387447480427574,0.015458917618368446,0.0017478518675488885,0.11924157198518515
15,15.0,0.5102693434895194,0.1297175465369458,0.017407237343129395,0.002119698005117243,0.13009682204574347
16,16.0,0.5020366381944334,0.13545156225877356,0.019480293640506147,0.002545330728025874,0.141253849491477
17,17.0,0.49374480229776263,0.1410623919436569,0.021677234233927607,0.00302939652101486,0.1527107572183013
18,18.0,0.48540437464576125,0.14653631860705565,0.023996472149726628,0.003576659884856781,0.16446494963020086
19,19.0,0.4770259844229734,0.15186017334776472,0.026435686066385983,0.004191981566691538,0.17651319596916437
20,20.0,0.4686203474269426,0.15702138517367195,0.028991800989594935,0.004880291638983181,0.1888515679165721
21,21.0,0.46019817293595433,0.16200808856951546,0.031660998962458844,0.005646565110509982,0.20147548709064722
22,22.0,0.45177001562874675,0.16680924643146347,0.034438763768982764,0.0064957996328303125,0.2143798777833581
23,23.0,0.4433462672026074,0.1714146845260496,0.03731988675483751,0.0074329868621134665,0.22755912318825722
24,24.0,0.4349370632411158,0.17581516739296268,0.04029850477875459,0.008463090049190214,0.24100715201348066
25,25.0,0.42655223106007933,0.1800024332696433,0.0433681423548727,0.009591018544597318,0.2547174794599414
26,26.0,0.41820124034743666,0.18396923180984806,0.04652174913847136,0.010821603933436563,0.2686832472681999
27,27.0,0.40989317615490317,0.18770933060290765,0.04975174090416419,0.012159577334386995,0.28289724979549646
28,28.0,0.40163670816432595,0.19121752658242833,0.053050045180705066,0.013609544836072018,0.2973519582301378
29,29.0,0.3934401065201676,0.19448963159079205,0.056408124999713774,0.015175961536442628,0.3120394730940461
30,30.0,0.3853111961947,0.19752247494029354,0.05981704292410302,0.016863110820850125,0.3269515996798873
31,31.0,0.37725741193603635,0.20031386196928572,0.06326747594923961,0.01867507479255437,0.3420797446742654
32,32.0,0.3692857442514217,0.2028625863822038,0.06674977953137147,0.020615714482119074,0.3574149953201413
33,33.0,0.3614027915612972,0.20516837902682375,0.07025401413032102,0.022688639928674093,0.37294803466647863
34,34.0,0.35361474948909044,0.20723189276027035,0.07376999759637999,0.02489718480137526,0.3886691490188241
35,35.0,0.34592740899857044,0.20905467986444484,0.07728735127077686,0.02724438428049325,0.40456824097782373
36,36.0,0.33834620761658907,0.21063914431574296,0.08079553491027343,0.029732937804510584,0.42063473258167505
37,37.0,0.33087617448504925,0.21198853293749045,0.08428392002881753,0.03236519719575881,0.43685766961425543
38,38.0,0.32352200253840446,0.21310686950887095,0.08774182645195412,0.03514312591505586,0.4532256042584777
39,39.0,0.31628799495261073,0.21399894702330705,0.09115859495998609,0.038068287420173874,0.46972670312970877
40,40.0,0.3091781117112553,0.2146702657555091,0.09452363548391747,0.041141811405395856,0.48634867649525404
41,41.0,0.30219593887191176,0.2151270000831085,0.09782650696636426,0.044364378201862564,0.5030788546428084
42,42.0,0.29534471743713975,0.21537593754323672,0.10105697207675564,0.047736197124322644,0.5199041785672307
43,43.0,0.2886273377665496,0.21542443570064854,0.10420506589637386,0.05125698481788277,0.5368112279102206
44,44.0,0.28204633911114096,0.21528036626836758,0.10726116343924093,0.0549259554791206,0.5537862638011575
45,45.0,0.27560390961330294,0.2149520499151061,0.11021605695189225,0.05874180781756877,0.5708152921870351
46,46.0,0.2693018881694591,0.21444819427410614,0.11306102017463433,0.06270272179608583,0.58788410294801
47,47.0,0.26314177141498685,0.21377783235943418,0.11578787027449595,0.0668063502489531,0.604978327639401
48,48.0,0.2571247216404593,0.21295025283320348,0.11838902884685683,0.07104982144301175,0.6220834786072373
49,49.0,0.2512515742422259,0.2119749315533648,0.12085757895895528,0.07542973977615475,0.6391850123181939
50,50.0,0.24552283120315432,0.21086146789452534,0.12318732009792017,0.07994220533510088,0.6562684280797839
51,51.0,0.23993867878775954,0.20961950733175974,0.12537281543539153,0.08458282274295925,0.6733193108811975
52,52.0,0.2344989931301391,0.2082586860269169,0.12740942256116555,0.08934672304530977,0.6903234040364623
53,53.0,0.22920335792910218,0.20678855748696726,0.12929332840779112,0.09422858093967079,0.7072666613385081
54,54.0,0.2240510812119758,0.205218538780124,0.1310215625219165,0.09922264271517633,0.7241352954879403
55,55.0,0.21904118555571794,0.20355784883572262,0.13259202011452303,0.10432277095605968,0.7409159066155553
56,56.0,0.21417244254585266,0.20181545931695502,0.13400345693865107,0.10952246689339518,0.7575954766944051
57,57.0,0.20944338162403464,0.20000004828757148,0.13525548346863375,0.11481491184895276,0.7741614552214742
58,58.0,0.20485230452354908,0.19811996319180827,0.1363485494168593,0.1201930082133913,0.7906017927452922
59,59.0,0.20039731088068247,0.1961831819716702,0.13728391462994055,0.1256494176304841,0.8069049706682563
60,60.0,0.19607630102869034,0.19419729048235815,0.13806362161469893,0.13117661221986054,0.8230600757524371
61,61.0,0.19188700254049063,0.19216945501825314,0.13869045368685634,0.1367669141582155,0.8390568094328046
62,62.0,0.18782697209130883,0.19010641486233573,0.13916788322442458,0.14241255528395413,0.8548855530098081
63,63.0,0.18389363829951644,0.1880144704118232,0.1395000213762863,0.148105695257982,0.8705373043194413
64,64.0,0.18008428961943745,0.18589948224684696,0.1396915583993426,0.1538384946725273,0.8860037894919515
65,65.0,0.17639611299123525,0.1837668739244203,0.13974770294792266,0.15960313460891484,0.9012773921713233
66,66.0,0.17282618732165456,0.1816216394290189,0.13967411344695152,0.16539188415845274,0.9163512270897627
67,67.0,0.16937151980560183,0.17946835551260512,0.1394768370903215,0.1711971120639646,0.9312190730124712
68,68.0,0.16602904825445175,0.17731119915692609,0.13916223830367686,0.17701133887385367,0.9458753988146782
69,69.0,0.16279565320324063,0.17515396270750563,0.138736933319003,0.18282727512632846,0.9603153616189957
70,70.0,0.15966817560579538,0.17300007948501508,0.1382077245163849,0.18863784463246702,0.9745347704738379
71,71.0,0.15664342940758824,0.17085264567135375,0.13758153930596323,0.19443620962192654,0.9885300630703568
72,72.0,0.15371820666801095,0.1687144394017617,0.13686536691441448,0.20021581125547527,1.0022983169183135
73,73.0,0.15088930177476167,0.1665879501014809,0.13606620483390303,0.20597036776234745,1.0158371720463037
74,74.0,0.14815350771855473,0.1644754017688195,0.13519100457254113,0.21169391029616236,1.0291448514908552
75,75.0,0.14550763611655593,0.16237877579255502,0.13424662310919971,0.21738078945418238,1.0422200998291373
76,76.0,0.14294852000635028,0.16029983470065992,0.1332397819153151,0.22302568785016774,1.0550621720030904
77,77.0,0.14047302828144193,0.15824014218373697,0.1321770274900949,0.22862362663363456,1.0676707858219743
78,78.0,0.138078067088238,0.15620108917205136,0.1310646942240304,0.23416997387175797,1.0800461089238524
79,79.0,0.13576059565853238,0.15418390268309515,0.12990888763509006,0.23966043849577545,1.0921887028962374
80,80.0,0.1335176263095057,0.15218967236428063,0.12871544676657082,0.24509107914855122,1.1040995121002197
81,81.0,0.13134623422261238,0.15021936492844026,0.12748993405896486,0.2504582911460602,1.115779816173017
82,82.0,0.1292435583749032,0.1482738334670524,0.12623761672350825,0.2557588157906139,1.1272312235087156
83,83.0,0.1272068159745252,0.14635382536648314,0.1249634640646285,0.2609897189504409,1.1384556191042066
84,84.0,0.1252333001324153,0.1444600093163411,0.12367213525633575,0.26614837988381623,1.1494551273062825
85,85.0,0.12332038312192917,0.14259296832455795,0.12236797538410188,0.27123249775831937,1.160232120193541
86,86.0,0.12146552429508328,0.1407532127559046,0.1210550198686427,0.27624006743644713,1.1707891635596752
87,87.0,0.11966626868557095,0.13894119057653945,0.11973699725988568,0.28116936783408164,1.1811289973556995
88,88.0,0.11792025026839137,0.13715728875099223,0.11841732993546189,0.28601895540123223,1.1912545235827565
89,89.0,0.11622519708212375,0.13540183324216407,0.11709915482263328,0.290787638976326,1.2011687690392137
90,90.0,0.11457892703797579,0.13367510391248863,0.11578531687903465,0.29547447606091737,1.2108748750761151
91,91.0,0.11297935024809003,0.131977329401658,0.11447838981460096,0.3000787541932368,1.2203760799020529
92,92.0,0.11142447042252779,0.13030869318021934,0.11318068447347046,0.3045999760470295,1.2296756990253925
93,93.0,0.1099123820753014,0.128669330289946,0.11189426489929916,0.3090378473243618,1.2387771103531122
94,94.0,0.10844127424966454,0.12705933060346644,0.11062096067528487,0.3133922590604925,1.2476837374269962
95,95.0,0.10700942167054772,0.12547875000013511,0.10936237600456239,0.31766327691366314,1.2563990410417318
96,96.0,0.1056151894011712,0.12392760105280679,0.10811991369175972,0.3218511206760013,1.2649264996871352
